Delay= 19552
Source file: EDA_withMillis_noAccel_Final.ino
24 25934 242 4235
24 26217 243 4235
24 26442 244 4237
23 26617 243 4236
25 26532 242 4236
23 26432 241 4236
24 26261 242 4237
25 26081 241 4233
23 25965 242 4234
24 25887 241 4237
24 25831 241 4235
24 25736 241 4237
23 25750 240 4236
25 25765 240 4232
23 25803 240 4232
24 25794 240 4236
25 25775 243 4236
23 25829 241 4239
24 25822 243 4239
24 25856 241 4232
24 25842 241 4236
23 25837 240 4237
25 25839 240 4235
24 25826 240 4231
23 25801 241 4233
25 25811 242 4235
23 25842 241 4233
24 25850 243 4237
24 25917 241 4233
24 26095 241 4235
23 26374 242 4234
25 26555 242 4237
24 26587 244 4236
23 26517 244 4235
25 26375 242 4235
23 26220 241 4235
24 25991 240 4234
24 25873 240 4237
24 25792 241 4237
23 25771 240 4237
25 25798 241 4236
24 25827 241 4237
23 25892 242 4234
25 25891 242 4233
23 25879 240 4236
24 25867 240 4232
24 25825 240 4236
24 25768 241 4235
24 25763 242 4238
24 25769 241 4235
24 25778 241 4236
23 25750 242 4237
25 25760 242 4236
23 25774 241 4236
24 25866 241 4236
24 26105 240 4235
24 26366 240 4235
24 26558 241 4234
24 26622 242 4232
24 26596 241 4236
23 26485 242 4235
25 26311 241 4235
23 26133 243 4236
24 26003 242 4237
24 25904 241 4232
24 25830 240 4234
24 25737 240 4237
24 25728 240 4234
24 25774 240 4236
23 25808 239 4236
25 25810 239 4238
23 25811 239 4232
24 25858 239 4233
25 25867 240 4235
23 25870 239 4235
24 25755 239 4237
24 25735 239 4235
24 25688 240 4237
23 25665 240 4237
25 25756 240 4241
23 25996 242 4236
24 26353 240 4237
25 26650 240 4234
23 26752 240 4235
24 26666 240 4233
24 26516 241 4233
24 26277 240 4236
23 26075 240 4237
25 25931 240 4236
23 25848 240 4235
24 25775 240 4237
25 25766 240 4236
23 25780 240 4236
24 25794 240 4236
24 25808 240 4234
24 25874 243 4237
23 25882 240 4234
25 25881 240 4234
24 25848 240 4234
23 25764 240 4236
25 25662 240 4233
23 25651 240 4235
24 25712 240 4236
24 25780 239 4233
24 25917 239 4233
23 26235 240 4238
25 26528 238 4233
24 26743 239 4235
23 26740 239 4234
25 26623 240 4237
23 26407 241 4240
24 26221 240 4234
24 26015 238 4237
24 25865 239 4235
23 25749 238 4237
25 25688 238 4235
24 25749 238 4236
23 25774 239 4235
25 25804 239 4237
23 25852 240 4236
24 25843 237 4238
24 25821 240 4233
24 25789 239 4234
24 25781 240 4235
24 25767 241 4237
24 25796 239 4234
23 25778 241 4234
25 25758 239 4235
23 25816 239 4233
24 26052 238 4237
24 26416 239 4233
24 26640 239 4235
24 26697 239 4233
24 26535 238 4232
24 26404 239 4234
23 26162 239 4234
25 26004 239 4235
23 25814 238 4236
24 25749 238 4235
24 25737 238 4238
24 25728 238 4236
24 25788 241 4237
24 25857 240 4237
24 25879 238 4232
23 25833 238 4234
25 25817 237 4235
23 25750 238 4237
24 25710 237 4236
25 25699 237 4231
23 25709 237 4235
24 25680 238 4237
24 25670 239 4239
24 25772 238 4233
23 26003 237 4236
25 26317 237 4235
23 26569 237 4236
24 26671 240 4237
25 26590 237 4237
23 26397 239 4237
24 26217 238 4234
24 26007 237 4237
24 25825 237 4234
23 25744 237 4233
25 25709 236 4233
23 25649 237 4234
24 25678 236 4236
25 25776 237 4234
23 25838 239 4235
24 25828 237 4237
24 25814 237 4235
24 25817 238 4236
23 25788 237 4238
25 25783 237 4240
24 25787 239 4238
23 25780 238 4236
25 25737 238 4236
23 25779 238 4236
24 25955 237 4235
24 26268 237 4236
24 26549 237 4234
23 26620 238 4237
25 26537 237 4235
24 26402 239 4233
23 26201 238 4236
25 26069 237 4234
23 25909 237 4235
24 25783 238 4238
24 25732 237 4240
24 25720 239 4236
23 25747 238 4235
25 25826 237 4238
24 25830 237 4234
23 25799 237 4237
25 25781 237 4238
23 25752 238 4235
24 25737 237 4236
24 25710 237 4236
24 25692 238 4237
24 25698 238 4238
24 25721 237 4238
24 25932 237 4233
23 26256 238 4238
25 26594 237 4235
23 26771 239 4236
24 26726 236 4237
24 26525 237 4233
24 26281 237 4236
24 26054 238 4237
24 25915 237 4238
24 25813 238 4234
23 25692 237 4237
25 25643 238 4237
23 25618 239 4235
24 25715 237 4237
24 25810 237 4236
24 25868 237 4237
24 25907 238 4233
24 25927 238 4239
24 25884 240 4236
23 25832 238 4238
25 25724 238 4236
23 25670 238 4235
24 25641 238 4234
25 25663 238 4234
23 25828 238 4236
24 26171 237 4235
24 26531 238 4238
24 26752 239 4236
23 26739 237 4235
25 26569 238 4234
23 26344 237 4233
24 26162 237 4233
25 26046 241 4237
23 25909 240 4235
24 25819 238 4234
24 25708 239 4238
24 25641 238 4235
23 25647 238 4233
25 25666 239 4238
23 25675 238 4237
24 25719 238 4235
25 25729 239 4237
23 25734 238 4238
24 25773 239 4237
24 25747 238 4236
24 25733 238 4236
23 25696 238 4237
25 25636 238 4239
24 25632 238 4236
23 25643 241 4237
25 25840 239 4236
23 26237 239 4234
24 26615 239 4238
24 26778 237 4237
24 26731 238 4233
23 26524 238 4233
25 26325 238 4234
24 26153 238 4237
23 26015 239 4232
25 25852 237 4238
23 25712 238 4236
24 25652 237 4233
24 25640 236 4232
24 25679 239 4237
23 25733 237 4233
25 25743 239 4236
24 25743 237 4237
23 25750 238 4234
25 25706 237 4238
23 25682 238 4235
24 25709 239 4234
24 25705 237 4235
24 25714 237 4234
24 25704 237 4234
24 25692 239 4237
24 25718 237 4238
23 25826 237 4234
25 26092 238 4233
23 26436 237 4237
24 26701 240 4235
24 26752 240 4239
24 26588 237 4236
24 26367 238 4237
24 26159 237 4236
24 25992 237 4235
23 25818 237 4235
25 25750 237 4237
23 25661 237 4236
24 25664 236 4235
24 25704 238 4238
24 25772 237 4236
24 25797 238 4234
24 25758 236 4235
24 25738 237 4235
23 25735 237 4237
25 25753 239 4240
23 25743 238 4233
24 25684 238 4235
25 25647 236 4236
23 25654 238 4235
24 25665 237 4235
24 25801 238 4239
24 26062 239 4236
23 26430 237 4234
25 26704 237 4235
23 26779 237 4234
24 26668 236 4236
25 26429 237 4239
23 26164 237 4235
24 25994 238 4235
24 25871 239 4236
24 25759 239 4236
23 25688 237 4234
25 25661 237 4237
23 25651 237 4235
24 25717 236 4236
25 25819 237 4233
23 25834 237 4236
24 25834 238 4237
24 25797 237 4234
24 25767 237 4236
23 25707 237 4238
25 25664 236 4233
24 25648 236 4236
23 25617 237 4238
25 25652 237 4234
23 25729 237 4238
24 25934 237 4237
24 26305 237 4236
24 26629 236 4237
23 26801 236 4237
25 26737 236 4234
24 26579 236 4236
23 26342 236 4236
25 26158 236 4234
23 25974 236 4235
24 25822 236 4236
24 25712 236 4237
24 25651 236 4235
23 25664 236 4238
25 25702 236 4233
24 25773 239 4236
23 25814 237 4237
25 25809 238 4235
23 25821 236 4234
24 25793 236 4233
24 25718 235 4233
24 25662 236 4235
24 25620 237 4235
24 25616 237 4236
24 25601 236 4238
23 25617 237 4238
25 25668 238 4237
23 25681 236 4234
24 25694 236 4233
24 25697 236 4235
24 25717 235 4236
24 25878 236 4234
24 26284 237 4241
24 26664 236 4238
23 26912 236 4239
25 26900 236 4235
23 26732 237 4236
24 26482 236 4237
24 26258 235 4232
24 26079 236 4236
24 25889 237 4237
24 25767 236 4238
24 25691 236 4236
23 25666 236 4237
25 25691 236 4239
23 25719 236 4236
24 25750 236 4239
25 25764 236 4238
23 25768 239 4236
24 25780 236 4234
24 25738 236 4234
24 25684 235 4237
23 25658 236 4237
25 25669 238 4235
23 25663 235 4234
24 25660 236 4234
25 25655 236 4237
23 25662 236 4237
24 25689 236 4237
24 25707 235 4238
24 25693 235 4235
23 25661 235 4235
25 25664 236 4239
23 25641 235 4234
24 25647 235 4240
25 25648 236 4239
23 25734 235 4236
24 25870 236 4237
24 26166 236 4238
24 26575 235 4236
23 26822 235 4236
25 26899 235 4239
24 26779 235 4235
23 26552 235 4233
25 26336 235 4239
23 26122 234 4235
24 25966 236 4238
24 25854 233 4233
24 25757 236 4237
23 25707 234 4235
25 25695 234 4239
24 25726 234 4237
23 25778 235 4234
25 25780 236 4234
23 25766 235 4237
24 25750 235 4236
24 25750 234 4238
24 25729 235 4234
23 25681 234 4234
25 25651 235 4239
24 25679 234 4235
23 25697 236 4242
25 25697 235 4235
23 25677 234 4236
24 25689 234 4238
24 25674 234 4237
24 25679 233 4235
24 25656 232 4238
24 25664 233 4239
24 25680 234 4236
23 25715 233 4237
25 25758 235 4233
23 25738 233 4236
24 25756 233 4233
24 25961 233 4238
24 26247 236 4237
24 26571 233 4236
24 26697 234 4236
24 26649 234 4235
23 26492 235 4236
25 26279 234 4234
23 26094 233 4235
24 25953 235 4238
24 25881 234 4234
24 25807 235 4235
24 25714 233 4236
24 25713 233 4239
24 25749 234 4235
23 25806 233 4237
25 25808 236 4238
23 25845 233 4236
24 25830 236 4238
25 25844 234 4234
23 25819 234 4237
24 25749 233 4239
24 25728 233 4239
24 25686 234 4235
23 25701 234 4236
25 25693 233 4234
23 25704 233 4236
24 25740 234 4237
25 25736 233 4234
23 25737 235 4240
24 25768 233 4236
24 25794 236 4241
24 25896 235 4237
23 26169 234 4237
25 26439 234 4238
23 26618 234 4234
24 26662 234 4237
25 26537 235 4239
23 26358 234 4237
24 26164 233 4233
24 26046 233 4233
24 25903 233 4236
23 25811 234 4237
25 25754 234 4233
24 25746 233 4239
23 25778 236 4237
25 25812 234 4232
23 25814 235 4236
24 25802 234 4233
24 25787 234 4234
24 25777 234 4235
23 25784 233 4234
25 25786 234 4236
24 25759 234 4237
23 25740 236 4236
25 25738 234 4238
23 25747 236 4235
24 25748 234 4237
24 25717 237 4238
24 25723 233 4237
23 25721 234 4235
25 25711 233 4233
24 25658 234 4236
23 25700 236 4238
25 25789 234 4235
23 25911 234 4237
24 26198 234 4238
24 26475 235 4233
24 26680 234 4237
24 26708 234 4238
24 26623 234 4237
24 26437 233 4237
23 26241 236 4234
25 26134 236 4242
23 25979 234 4235
24 25853 233 4237
24 25791 231 4239
24 25774 233 4236
24 25758 233 4239
24 25809 232 4238
24 25827 233 4238
23 25823 233 4234
25 25842 233 4233
23 25823 233 4234
24 25787 233 4236
24 25800 231 4235
24 25759 232 4237
24 25687 235 4240
24 25731 232 4237
24 25718 234 4239
23 25734 233 4235
25 25749 232 4236
23 25733 233 4234
24 25729 232 4236
25 25723 232 4238
23 25705 232 4233
24 25743 233 4238
24 25696 232 4238
24 25671 234 4237
23 25739 235 4237
25 25804 232 4239
23 25802 234 4236
24 25900 235 4237
25 26056 235 4238
23 26396 233 4233
24 26601 233 4237
24 26699 233 4233
24 26616 233 4237
23 26487 235 4237
25 26303 233 4239
23 26146 233 4237
24 25998 232 4236
25 25888 232 4240
23 25815 233 4236
24 25798 235 4238
24 25817 232 4234
24 25834 235 4239
23 25837 235 4237
25 25844 232 4233
24 25791 232 4236
23 25777 232 4233
25 25793 232 4237
23 25789 233 4237
24 25764 233 4237
24 25754 232 4235
24 25769 232 4236
23 25743 232 4234
25 25738 232 4235
24 25748 231 4237
23 25744 232 4238
25 25744 234 4240
23 25757 232 4237
24 25748 232 4237
24 25754 232 4237
24 25767 231 4236
23 25891 232 4238
25 26123 231 4236
24 26373 232 4237
23 26577 232 4234
25 26588 232 4237
23 26502 232 4236
24 26332 233 4238
24 26195 231 4233
24 26026 234 4237
24 25928 231 4238
24 25835 231 4235
24 25796 232 4234
23 25777 231 4237
25 25785 232 4235
23 25816 231 4235
24 25826 230 4235
24 25841 231 4237
24 25845 230 4237
24 25829 231 4238
24 25816 233 4236
24 25796 231 4238
23 25756 233 4239
25 25745 233 4237
23 25757 231 4237
24 25738 230 4238
24 25743 231 4238
24 25770 231 4236
24 25747 231 4236
24 25764 231 4237
24 25771 231 4237
23 25841 231 4238
25 25936 230 4234
23 26096 231 4235
24 26302 231 4236
25 26443 231 4238
23 26483 232 4236
24 26424 232 4239
24 26290 231 4238
24 26126 231 4236
23 25929 229 4238
25 25850 229 4235
23 25793 230 4238
24 25789 230 4239
25 25813 229 4238
23 25803 230 4234
24 25827 231 4236
24 25822 230 4237
24 25836 231 4235
23 25806 229 4237
25 25801 230 4235
23 25794 230 4239
24 25831 233 4238
25 25824 232 4237
23 25836 230 4237
24 25819 230 4238
24 25830 231 4240
24 25863 231 4237
23 26025 230 4236
25 26256 231 4239
24 26428 230 4238
23 26483 230 4234
25 26445 231 4240
23 26366 231 4236
24 26209 230 4237
24 26050 230 4236
24 25895 232 4238
23 25844 232 4240
25 25827 231 4233
24 25858 230 4236
23 25864 229 4238
25 25921 230 4234
23 25902 229 4237
24 25891 229 4237
24 25858 229 4233
24 25835 229 4235
23 25792 228 4239
25 25760 230 4236
24 25711 229 4237
23 25737 230 4238
25 25785 229 4236
23 25867 231 4236
24 26128 228 4234
24 26384 231 4235
24 26618 228 4234
24 26692 228 4235
24 26623 228 4234
24 26459 228 4237
23 26299 228 4235
25 26187 228 4237
23 26033 228 4236
24 25926 228 4238
24 25834 227 4238
24 25724 228 4236
24 25764 227 4240
24 25838 229 4238
24 25864 231 4237
23 25835 230 4238
25 25838 230 4238
23 25746 227 4237
24 25771 226 4236
24 25750 228 4236
24 25781 227 4238
24 25801 227 4237
24 25893 227 4235
24 26074 228 4234
23 26395 228 4236
25 26601 227 4234
23 26668 226 4236
24 26623 227 4238
25 26516 227 4237
23 26343 227 4235
24 26172 227 4235
24 26016 229 4240
24 25859 227 4237
23 25786 227 4237
25 25772 227 4240
23 25784 227 4235
24 25833 227 4239
25 25839 227 4237
23 25829 226 4237
24 25822 227 4238
24 25846 227 4234
24 25801 226 4236
23 25783 229 4237
25 25772 226 4234
23 25730 228 4239
24 25816 226 4233
25 26060 226 4238
23 26371 227 4237
24 26614 226 4239
24 26660 226 4234
24 26617 226 4238
23 26450 226 4238
25 26287 225 4236
24 26110 226 4236
23 25984 227 4234
25 25864 226 4243
23 25772 225 4239
24 25736 227 4240
24 25744 227 4233
24 25764 225 4235
23 25781 225 4235
25 25790 225 4235
24 25807 225 4236
23 25780 225 4235
25 25745 226 4235
23 25684 226 4235
24 25684 225 4234
24 25681 226 4234
24 25699 226 4235
23 25745 226 4234
25 25906 226 4240
24 26180 229 4237
23 26538 227 4237
25 26742 227 4237
23 26752 227 4237
24 26605 227 4237
24 26414 227 4236
24 26197 227 4237
24 26051 228 4235
24 25909 228 4237
24 25776 228 4237
23 25744 228 4238
25 25744 228 4235
23 25747 227 4235
24 25739 229 4240
24 25729 227 4234
24 25716 230 4240
24 25772 229 4238
24 25802 227 4238
24 25810 228 4238
23 25799 228 4238
25 25779 227 4236
23 25735 228 4237
24 25695 228 4238
24 25643 227 4240
24 25630 227 4237
24 25644 227 4237
24 25687 228 4238
24 25785 228 4236
23 26071 227 4238
25 26418 227 4238
23 26688 229 4240
24 26784 228 4239
25 26698 227 4238
23 26450 227 4237
24 26216 227 4239
24 26046 226 4236
24 25888 226 4236
23 25810 226 4238
25 25702 226 4239
23 25722 225 4235
24 25719 225 4235
25 25751 225 4238
23 25795 225 4236
24 25831 225 4238
24 25819 227 4239
24 25784 228 4240
23 25794 226 4234
25 25761 225 4234
23 25730 225 4236
24 25692 225 4239
25 25687 225 4238
23 25660 226 4235
24 25709 225 4235
24 25793 226 4235
24 26038 226 4238
23 26357 226 4237
25 26614 225 4238
24 26684 225 4235
23 26622 225 4236
25 26413 225 4238
23 26221 227 4235
24 26037 225 4241
24 25893 227 4238
24 25791 224 4238
23 25692 223 4238
25 25675 222 4235
24 25736 223 4237
23 25775 224 4236
25 25822 222 4238
23 25823 223 4237
24 25824 223 4235
24 25808 222 4235
24 25794 222 4236
23 25729 223 4237
25 25723 222 4237
24 25650 224 4239
23 25688 222 4238
25 25680 222 4236
23 25706 222 4236
24 25719 222 4236
24 25821 222 4236
24 26100 221 4236
24 26462 222 4238
24 26735 221 4235
24 26834 223 4239
23 26699 222 4239
25 26512 223 4238
23 26339 222 4238
24 26159 223 4236
24 25984 225 4235
24 25885 222 4241
24 25738 225 4237
24 25743 222 4237
24 25734 222 4235
23 25753 222 4238
25 25751 223 4239
23 25780 223 4238
24 25793 223 4238
24 25756 222 4239
24 25741 222 4235
24 25708 223 4238
24 25694 223 4239
24 25675 222 4236
23 25696 223 4239
25 25680 222 4236
23 25649 222 4239
24 25688 223 4239
25 25730 222 4234
23 25696 223 4238
24 25646 223 4239
24 25667 222 4235
24 25679 223 4235
23 25715 223 4239
25 25746 223 4237
23 25816 223 4237
24 26018 223 4236
25 26398 223 4237
23 26730 223 4236
24 26904 223 4238
24 26858 222 4238
24 26673 225 4237
23 26428 224 4237
25 26221 223 4237
23 26028 222 4237
24 25876 222 4234
25 25780 222 4236
23 25746 224 4237
24 25757 222 4235
24 25774 222 4239
24 25784 222 4238
23 25817 222 4236
25 25799 222 4233
24 25776 222 4236
23 25738 223 4237
25 25707 223 4236
23 25701 222 4241
24 25692 222 4240
24 25653 225 4242
24 25628 223 4237
23 25693 221 4237
25 25733 222 4238
24 25744 223 4237
23 25696 222 4240
25 25683 222 4240
23 25713 222 4237
24 25708 222 4234
24 25703 222 4238
24 25703 222 4237
23 25698 222 4235
25 25679 223 4235
24 25701 222 4241
23 25730 224 4239
25 25772 223 4235
23 25866 222 4238
24 26159 223 4236
24 26480 222 4241
24 26738 223 4234
24 26802 223 4238
24 26683 223 4236
24 26502 224 4237
23 26293 224 4239
25 26094 225 4235
23 25926 224 4237
24 25809 224 4238
24 25765 224 4238
24 25747 225 4239
24 25778 225 4238
24 25792 225 4236
24 25796 224 4235
23 25808 224 4235
25 25821 224 4235
23 25797 224 4239
24 25777 224 4238
24 25747 223 4234
24 25712 223 4238
24 25681 225 4238
24 25697 224 4240
24 25706 223 4236
23 25712 225 4238
25 25743 223 4241
23 25728 225 4238
24 25767 224 4237
25 25695 226 4239
23 25695 224 4237
24 25695 224 4237
24 25711 223 4234
24 25721 225 4234
23 25776 226 4235
25 25919 224 4236
23 26206 224 4235
24 26470 224 4235
25 26633 224 4236
23 26654 226 4239
24 26534 227 4239
24 26398 225 4240
24 26203 227 4239
23 26044 225 4238
25 25924 224 4238
23 25807 225 4236
24 25768 225 4238
25 25795 225 4240
23 25828 224 4235
24 25857 224 4238
24 25858 225 4233
24 25825 225 4236
23 25827 226 4238
25 25832 225 4239
24 25801 225 4236
23 25784 225 4239
25 25726 227 4239
23 25719 225 4238
24 25698 225 4239
24 25691 225 4238
24 25714 225 4237
23 25713 224 4239
25 25731 223 4234
24 25742 225 4235
23 25759 225 4236
25 25732 226 4238
23 25737 225 4238
24 25787 228 4240
24 26037 226 4235
24 26356 228 4237
23 26649 226 4238
25 26733 227 4237
24 26674 227 4233
23 26508 227 4237
25 26296 229 4235
23 26104 228 4236
24 25963 228 4235
24 25877 229 4234
24 25783 229 4238
24 25753 229 4239
24 25761 228 4242
24 25789 229 4238
23 25832 229 4239
25 25851 228 4241
23 25895 228 4238
24 25826 227 4238
24 25791 227 4237
24 25744 225 4238
24 25746 226 4238
24 25755 225 4238
24 25722 225 4236
23 25694 226 4236
25 25717 225 4238
23 25747 225 4236
24 25705 227 4236
24 25730 227 4235
24 25720 229 4238
24 25758 227 4239
24 25749 229 4238
24 25729 229 4237
23 25710 228 4239
25 25707 229 4237
23 25781 227 4234
24 25890 228 4239
25 26121 228 4238
23 26466 228 4238
24 26705 229 4239
24 26788 231 4237
24 26694 228 4234
23 26506 231 4239
25 26305 230 4235
23 26096 229 4239
24 25909 228 4235
25 25800 230 4235
23 25755 230 4240
24 25762 231 4239
24 25755 231 4236
24 25761 231 4237
23 25796 232 4238
25 25828 231 4236
23 25859 232 4239
24 25868 231 4237
25 25820 231 4242
23 25764 231 4237
24 25767 230 4239
24 25725 229 4234
24 25696 229 4237
23 25704 227 4238
25 25714 226 4238
24 25702 226 4236
23 25718 225 4236
25 25710 225 4236
23 25743 224 4236
24 25765 223 4235
24 25739 223 4238
24 25724 222 4237
23 25740 224 4238
25 25755 222 4239
24 25764 221 4237
23 25806 220 4238
25 25867 220 4239
23 26040 221 4236
24 26341 219 4239
24 26535 219 4239
24 26622 218 4238
23 26624 217 4236
25 26498 215 4239
24 26373 217 4238
23 26256 213 4239
25 26083 215 4237
23 25980 213 4237
24 25870 212 4236
24 25786 210 4234
24 25757 211 4235
24 25800 210 4238
24 25829 211 4235
24 25827 212 4239
23 25801 212 4239
25 25802 212 4234
23 25807 213 4235
24 25812 213 4240
24 25804 213 4238
24 25813 213 4238
24 25790 215 4236
24 25797 214 4236
24 25768 214 4238
23 25762 214 4235
25 25721 214 4236
23 25723 214 4238
24 25734 214 4238
24 25739 215 4235
24 25738 215 4236
24 25774 216 4240
24 25816 217 4237
24 25950 218 4238
23 26221 217 4238
25 26412 220 4242
23 26601 218 4237
24 26611 218 4239
25 26520 219 4240
23 26355 220 4235
24 26181 222 4239
24 26043 221 4241
24 25922 222 4238
23 25845 222 4239
25 25795 222 4242
23 25767 222 4237
24 25780 222 4238
25 25782 222 4235
23 25809 222 4238
24 25812 224 4235
24 25820 224 4237
24 25839 222 4238
23 25809 221 4240
25 25792 221 4235
23 25797 220 4238
24 25802 222 4238
25 25747 219 4240
23 25730 220 4237
24 25744 221 4236
24 25729 221 4243
24 25744 221 4238
23 25761 222 4239
25 25779 222 4235
24 25771 222 4238
23 25740 224 4237
25 25783 223 4236
23 25758 224 4239
24 25861 224 4240
24 25959 224 4235
24 26170 225 4235
23 26406 225 4238
25 26545 225 4238
24 26589 225 4237
23 26512 225 4238
25 26388 226 4239
23 26205 226 4236
24 26039 225 4239
24 25884 226 4241
24 25826 224 4237
23 25789 225 4237
25 25790 225 4244
24 25839 225 4238
23 25856 223 4234
25 25841 224 4236
23 25874 223 4236
24 25862 223 4239
24 25833 222 4240
24 25806 223 4234
24 25792 223 4238
24 25760 222 4234
24 25734 223 4236
23 25754 223 4240
25 25785 222 4238
23 25805 223 4235
24 25810 223 4241
24 25826 222 4238
24 25835 225 4240
24 25839 223 4239
24 25883 223 4239
24 26045 224 4238
23 26296 225 4238
25 26509 226 4237
23 26580 226 4239
24 26525 225 4238
24 26407 227 4236
24 26221 228 4236
24 26078 229 4240
24 25958 229 4236
24 25817 231 4235
23 25767 232 4240
25 25790 236 4235
23 25860 236 4238
24 25870 238 4240
25 25902 237 4239
23 25898 238 4237
24 25898 239 4237
24 25853 240 4240
24 25806 243 4237
23 25775 243 4239
25 25743 243 4241
23 25748 244 4238
24 25756 244 4241
25 25775 244 4235
23 25745 245 4240
24 25764 245 4238
24 25795 248 4240
24 25871 247 4239
23 26025 246 4236
25 26304 246 4236
23 26515 247 4239
24 26634 246 4240
25 26634 247 4235
23 26521 246 4238
24 26331 246 4240
24 26172 246 4239
24 26059 246 4236
23 25938 246 4240
25 25847 246 4238
24 25835 246 4241
23 25843 248 4240
25 25825 246 4240
23 25803 246 4237
24 25854 246 4238
24 25854 246 4234
24 25840 247 4237
23 25806 247 4240
25 25789 246 4240
24 25749 246 4237
23 25712 246 4235
25 25740 246 4238
23 25758 249 4239
24 25777 245 4237
24 25827 248 4237
24 26074 247 4238
23 26393 245 4238
25 26639 245 4237
24 26716 244 4236
23 26704 244 4239
25 26520 245 4234
23 26304 245 4239
24 26117 245 4240
24 25959 245 4242
24 25871 244 4235
24 25825 244 4240
24 25832 244 4235
24 25816 246 4237
23 25820 246 4239
25 25810 245 4239
23 25795 246 4238
24 25797 246 4239
24 25808 245 4237
24 25777 246 4238
24 25766 246 4238
24 25760 245 4236
24 25774 245 4238
23 25790 247 4237
25 25830 247 4234
23 25972 246 4237
24 26231 246 4235
24 26524 248 4238
24 26680 246 4238
24 26657 245 4239
24 26485 246 4238
24 26327 248 4238
23 26184 252 4239
25 26045 251 4238
23 25920 253 4238
24 25824 255 4236
25 25781 256 4239
23 25771 258 4239
24 25812 261 4238
24 25855 262 4239
24 25846 266 4241
23 25848 266 4238
25 25850 266 4240
23 25804 268 4237
24 25757 269 4239
25 25704 269 4241
23 25689 270 4240
24 25663 271 4240
24 25679 273 4238
24 25788 273 4238
23 26037 274 4239
25 26361 274 4242
23 26637 274 4236
24 26712 273 4241
