
Delay= 19552
Source file: EDA_withMillis_noAccel_Final.ino
19 26973 15 4429
20 27145 17 4428
19 27239 17 4445
19 27001 17 4446
20 26289 17 4410
19 24531 17 4426
20 22662 18 4428
19 21486 17 4427
20 21209 14 4445
20 21613 17 4427
20 22455 16 4427
19 23632 18 4426
20 24803 17 4427
19 25786 15 4428
19 26636 15 4427
20 27381 16 4410
19 28021 16 4427
20 28528 17 4446
19 28922 17 4446
20 28994 18 4427
20 28858 16 4428
20 28672 17 4410
19 28542 16 4446
20 28479 17 4408
19 28476 15 4427
20 28560 17 4427
19 28515 16 4446
19 28306 17 4427
20 28080 17 4427
19 27851 17 4445
21 27647 16 4411
19 27462 13 4428
20 27303 16 4446
19 27214 14 4445
20 26997 17 4427
19 26858 17 4410
20 26684 16 4446
19 26664 17 4410
19 26689 17 4410
20 26728 18 4427
19 26789 17 4427
21 26813 16 4427
19 26774 14 4427
20 26648 14 4427
19 26564 15 4427
20 26574 19 4427
19 26705 17 4411
20 26671 15 4445
19 26549 16 4427
20 26429 16 4445
19 26435 17 4427
19 26506 16 4428
21 26598 16 4445
19 26653 16 4445
20 26615 16 4426
19 26627 16 4445
20 26788 15 4444
19 26881 17 4446
20 26833 16 4427
19 26766 16 4446
20 26536 16 4427
19 26548 16 4427
20 26618 16 4410
20 26784 14 4427
19 26880 16 4445
20 26836 16 4427
19 26727 16 4428
20 26652 16 4427
19 26541 15 4427
20 26515 16 4427
19 26552 16 4428
20 26527 16 4427
19 26506 17 4410
21 26623 15 4446
19 26678 15 4443
19 26722 17 4443
20 26790 17 4427
19 26813 17 4427
20 26747 16 4428
19 26706 18 4410
20 26588 15 4409
19 26588 19 4428
20 26678 16 4426
19 26728 18 4445
21 26791 19 4428
19 26706 21 4410
19 26593 23 4446
20 26457 26 4445
19 26441 31 4410
20 26513 34 4411
19 26630 37 4448
20 26763 40 4428
19 26747 43 4428
20 26627 47 4428
20 26561 48 4427
20 26479 53 4428
19 26572 55 4427
20 26693 57 4410
19 26793 59 4445
19 26953 60 4410
20 27041 61 4427
19 27214 63 4427
20 27185 64 4410
19 27047 64 4428
20 26964 65 4428
20 26872 68 4445
20 26772 68 4410
19 26735 68 4427
20 26622 69 4427
19 26547 69 4427
19 26567 68 4428
20 26651 70 4411
19 26765 70 4427
20 26888 72 4410
19 26958 72 4427
20 26965 71 4410
20 26936 70 4427
20 26868 71 4410
19 26819 70 4409
20 26835 72 4445
19 26807 71 4445
20 26818 69 4426
19 26877 71 4447
19 26745 72 4410
20 26546 71 4410
19 26503 71 4428
21 26535 70 4427
19 26599 72 4445
20 26665 73 4444
19 26638 72 4427
20 26612 71 4427
19 26547 71 4446
20 26615 72 4427
19 26640 72 4427
19 26748 72 4426
20 26861 72 4410
19 26837 71 4426
21 26759 72 4427
19 26684 73 4409
20 26711 73 4427
19 26894 74 4426
20 27060 71 4446
19 26968 72 4446
20 26699 72 4427
19 26566 72 4445
20 26515 72 4427
19 26551 72 4427
19 26577 72 4410
21 26634 71 4427
19 26555 72 4428
20 26528 69 4445
19 26474 72 4428
20 26544 72 4427
19 26643 72 4427
20 26787 73 4446
19 26820 72 4445
20 26777 73 4428
19 26689 72 4410
20 26622 72 4447
20 26494 73 4445
19 26478 71 4427
20 26340 73 4427
19 26260 72 4428
20 26195 73 4426
19 26096 71 4427
20 26030 72 4427
19 25899 72 4427
20 26008 72 4427
19 25910 72 4446
21 24794 73 4446
19 21788 73 4445
19 18912 72 4427
20 17198 72 4427
19 16771 71 4427
20 17693 71 4427
19 19760 73 4410
20 22332 70 4428
19 24897 74 4446
20 27131 72 4427
19 29176 72 4427
21 29981 71 4427
19 28946 69 4429
19 27680 72 4427
20 26769 70 4445
19 26598 72 4444
20 26752 72 4428
19 27112 70 4429
20 27592 72 4427
19 27892 69 4428
20 27961 71 4445
20 27442 72 4428
20 26720 72 4445
19 26111 71 4427
20 25632 71 4426
19 25727 71 4445
19 26488 72 4445
20 27524 71 4426
19 28373 71 4409
20 28907 72 4446
19 29101 73 4446
20 28996 71 4427
20 28554 73 4410
20 27952 70 4428
19 27208 72 4427
20 26441 69 4427
19 25950 72 4446
19 25652 73 4428
20 25346 72 4410
19 25080 71 4427
20 25240 73 4428
19 25563 71 4428
20 25788 71 4410
20 25888 69 4427
20 26092 71 4428
19 26278 71 4446
20 26782 70 4446
19 27418 69 4428
20 28162 71 4445
19 29013 70 4411
19 29702 72 4427
20 29780 71 4427
19 29246 71 4445
21 28700 71 4446
19 28331 71 4427
20 28106 72 4410
19 27952 70 4428
20 27794 72 4427
19 27479 71 4409
20 27173 72 4427
19 27034 72 4410
19 26849 72 4427
20 26966 72 4427
19 27716 70 4410
21 28990 72 4427
19 30049 72 4428
20 30673 72 4445
19 30740 73 4411
20 30257 73 4445
19 29344 72 4427
20 28399 72 4409
19 27619 71 4427
19 27071 72 4429
20 26758 71 4428
19 26793 71 4410
21 27144 71 4428
19 27633 71 4426
20 28071 71 4427
19 28385 72 4427
20 28513 71 4427
19 28483 71 4429
20 28275 71 4428
19 28094 71 4427
20 27777 71 4444
19 27458 72 4427
20 27162 71 4410
20 27034 71 4427
19 26808 72 4427
20 26718 72 4427
19 26540 72 4410
20 26372 72 4427
19 26305 71 4445
20 26279 69 4444
19 26318 71 4426
20 26406 71 4410
19 26506 70 4428
21 26589 71 4410
19 26700 71 4427
19 26733 71 4427
20 26754 71 4428
19 26816 71 4427
20 26805 72 4427
19 26823 71 4410
20 26759 69 4446
19 26790 72 4426
20 26776 71 4409
19 26724 71 4427
21 26737 70 4426
19 26785 71 4411
19 26715 71 4409
20 26619 71 4409
19 26539 72 4426
20 26551 74 4410
19 26524 71 4410
20 26580 71 4427
19 26494 71 4427
20 26421 71 4445
20 26387 72 4410
20 26277 70 4427
19 26210 69 4446
20 26275 70 4411
19 26286 72 4428
19 26406 71 4427
20 26475 71 4445
19 26647 71 4429
20 26810 73 4427
19 26965 70 4427
20 27133 71 4446
20 27212 71 4427
20 27322 71 4427
19 27513 72 4427
20 27560 71 4428
19 27481 71 4427
19 27401 69 4427
20 27128 69 4427
19 27028 70 4411
20 26969 71 4427
19 26835 71 4448
20 26697 68 4427
20 26652 71 4446
20 26620 71 4427
19 26590 71 4428
20 26587 73 4445
19 26618 71 4427
19 26635 73 4427
20 26677 72 4446
19 26768 71 4445
20 26790 71 4427
19 26706 72 4446
21 26569 71 4446
19 26347 69 4428
20 26228 69 4426
19 26316 72 4427
20 26477 70 4428
19 26567 70 4428
20 26648 72 4428
19 26690 71 4425
19 26620 71 4428
20 26586 71 4427
19 26621 72 4409
21 26712 72 4427
19 26745 71 4427
20 26698 70 4427
19 26619 71 4446
20 26360 71 4426
19 26111 72 4445
20 26011 71 4427
19 26070 71 4427
19 26069 70 4410
20 26257 73 4427
19 26472 72 4445
21 26748 70 4446
19 26988 72 4427
20 27261 72 4445
19 27607 72 4427
20 27874 74 4409
19 27996 73 4427
20 27815 72 4428
19 27354 71 4410
20 26830 72 4427
19 26350 72 4427
20 26133 73 4444
20 26109 71 4445
19 26332 73 4426
20 26490 73 4427
19 26587 73 4429
20 26714 73 4409
19 26687 74 4428
20 26682 72 4427
19 26593 73 4427
20 26458 72 4445
19 26123 72 4427
21 26027 72 4427
19 26371 72 4427
19 26940 73 4427
20 27355 76 4446
19 27472 74 4427
20 27278 72 4445
19 27114 73 4410
20 26925 72 4427
19 26691 68 4445
20 26577 65 4428
19 26670 60 4427
21 26865 55 4446
19 27173 48 4446
19 27483 45 4429
20 27633 38 4427
19 27567 34 4412
20 27325 30 4428
19 26883 28 4411
20 26442 25 4426
19 26143 24 4427
20 25985 20 4429
20 26096 19 4427
20 26189 19 4428
19 26420 19 4446
19 26799 19 4446
20 27244 17 4428
19 27624 17 4443
20 27589 17 4428
19 27132 17 4445
20 26181 17 4427
19 25383 17 4446
20 24988 17 4446
20 25129 17 4428
20 25670 14 4428
19 26306 15 4428
20 26863 16 4429
19 27062 16 4446
19 26886 17 4411
20 26359 16 4429
19 25768 17 4427
20 25418 17 4427
19 25297 18 4428
20 25800 16 4447
20 26642 17 4447
20 27500 16 4447
19 27940 17 4429
20 27912 16 4428
19 27421 15 4446
19 26868 15 4446
20 26597 17 4411
19 26570 18 4427
20 26590 15 4427
19 26357 16 4411
21 26065 18 4410
19 25991 15 4410
20 26469 17 4428
19 27246 12 4411
20 27918 18 4428
19 28168 17 4428
20 27968 17 4410
19 27513 17 4428
19 27141 17 4410
20 26891 18 4410
19 26731 17 4411
21 26550 17 4428
19 26570 16 4411
20 26717 16 4410
19 26738 18 4445
20 26849 16 4429
19 26834 16 4447
20 26664 16 4428
19 26147 16 4446
19 26008 16 4427
20 26347 16 4446
19 26711 17 4428
21 26879 16 4428
19 26806 16 4446
20 26320 17 4428
19 25393 16 4425
20 24539 16 4428
19 24145 18 4429
20 24291 15 4427
19 24721 17 4428
20 25293 17 4428
19 25659 16 4427
20 25974 16 4428
20 26351 15 4428
19 26909 16 4428
20 27095 17 4410
19 26850 17 4446
20 26220 17 4446
19 25636 17 4427
20 25302 17 4446
19 25476 16 4428
20 25834 16 4446
19 26352 16 4429
20 26844 16 4428
20 27309 18 4446
19 27615 16 4428
20 27631 15 4428
19 27345 16 4410
20 26711 16 4446
19 26030 16 4409
20 25606 15 4428
19 25653 17 4429
20 26007 16 4428
19 26674 16 4445
21 27587 16 4428
19 28321 17 4446
19 28671 16 4428
20 28801 16 4446
19 28580 16 4428
20 28129 17 4410
19 27603 16 4428
20 27118 19 4446
19 26595 17 4427
20 26311 16 4428
20 26237 17 4428
20 26474 16 4428
19 26878 17 4428
19 27616 16 4428
20 28374 15 4446
19 28767 16 4446
20 28329 17 4410
19 27442 16 4427
20 26611 17 4429
19 26069 17 4429
20 26097 16 4410
20 26508 15 4429
20 26946 17 4411
19 27128 16 4446
20 27054 16 4445
19 26989 16 4428
19 27062 15 4428
20 27305 17 4410
19 27732 15 4410
20 27748 15 4410
19 27527 16 4427
20 27001 16 4428
20 26256 17 4427
20 25434 17 4410
19 24908 15 4410
20 25228 17 4428
19 25917 16 4411
19 26577 17 4446
20 27266 17 4428
19 27855 16 4447
20 28139 17 4428
19 28194 17 4428
21 27932 16 4446
19 27473 16 4428
20 26874 16 4447
19 26275 16 4428
20 25956 15 4410
19 26086 18 4428
20 26419 16 4428
19 26755 16 4429
19 27156 15 4446
20 27364 16 4428
19 27484 16 4410
21 27618 15 4447
19 27765 15 4446
20 27788 17 4427
19 27599 17 4428
20 27182 16 4446
19 26891 14 4410
20 26622 16 4411
19 26570 17 4428
19 26609 17 4428
20 26532 16 4410
19 26570 17 4411
21 26739 16 4445
19 26956 17 4446
20 27215 15 4410
19 27376 16 4428
20 27347 16 4429
19 26993 17 4427
20 26523 17 4428
19 26090 16 4428
20 25812 14 4428
19 25604 15 4410
20 25648 16 4411
20 25979 18 4428
19 26511 16 4446
20 26995 16 4429
19 27287 18 4446
20 27267 16 4429
19 26962 14 4408
20 26538 16 4427
19 26221 17 4428
20 26080 16 4410
19 26262 15 4428
20 26660 16 4446
20 27153 16 4428
19 27602 17 4428
20 27851 16 4428
19 27760 17 4446
20 27241 18 4410
19 26338 17 4428
20 25422 16 4428
19 25032 17 4410
20 25190 18 4428
19 25801 15 4426
21 26592 17 4427
19 27283 14 4446
19 27740 17 4448
20 27902 16 4427
19 27775 16 4410
20 27517 16 4428
19 27291 16 4427
20 27216 17 4428
19 27240 16 4411
20 27348 17 4410
20 27375 16 4429
20 27251 16 4429
19 27016 16 4427
19 26782 17 4429
20 26616 15 4446
19 26540 16 4429
20 26501 19 4428
19 26467 16 4429
20 26426 16 4446
19 26313 17 4411
20 26173 16 4428
20 26191 14 4428
20 26360 16 4427
19 26788 15 4428
20 27280 17 4427
19 27650 16 4446
19 27843 16 4411
20 27597 16 4427
19 26960 17 4427
20 26248 13 4411
19 25851 16 4428
20 26023 17 4411
20 26398 16 4446
20 26835 16 4428
19 27127 16 4428
20 27291 16 4410
19 27157 16 4410
19 26984 16 4427
20 26808 16 4427
19 26814 16 4428
20 26680 16 4410
19 26531 17 4427
21 26457 15 4428
19 26570 15 4410
20 26770 16 4427
19 26930 17 4427
20 26939 17 4427
19 26662 15 4445
20 26063 18 4428
19 25491 16 4445
19 25045 17 4428
20 24789 17 4446
19 24781 20 4428
21 25266 18 4427
19 26169 20 4427
20 27186 22 4428
19 28065 22 4446
20 28634 20 4427
19 28677 26 4426
20 28224 28 4426
19 27631 31 4426
19 27139 30 4410
20 26729 35 4427
19 26377 36 4426
21 25997 34 4409
19 25631 38 4427
20 25141 38 4427
19 24665 40 4410
20 24356 41 4427
19 24357 42 4428
20 24459 41 4410
19 24719 44 4429
20 25154 42 4427
19 25757 47 4428
20 26354 45 4427
20 26833 45 4445
19 26892 46 4426
20 26414 46 4428
19 25724 46 4426
20 24581 46 4427
19 23301 47 4445
20 22136 44 4427
19 21309 45 4411
20 21154 47 4427
19 21544 46 4428
20 22472 46 4445
20 23731 47 4411
19 24879 49 4444
20 25810 47 4427
19 26416 47 4410
20 26768 47 4428
19 27056 48 4426
20 27305 45 4427
19 27486 49 4427
20 27460 48 4411
19 27329 45 4443
21 27319 48 4410
19 27434 48 4429
19 27664 50 4427
20 27792 47 4410
19 27631 46 4424
20 27248 48 4445
19 26748 48 4445
20 26404 46 4411
19 26495 48 4445
20 26769 48 4410
20 26899 47 4428
20 27004 47 4428
19 27154 48 4448
19 27376 46 4427
20 27644 48 4427
19 27676 47 4427
20 27573 47 4445
19 27215 45 4427
20 26661 48 4410
19 26011 46 4445
20 25543 46 4426
20 25643 47 4428
20 26130 48 4426
19 26838 48 4446
20 27475 48 4427
19 27887 48 4446
19 28078 49 4445
20 28232 47 4409
19 28746 49 4411
20 29139 48 4427
19 29063 49 4446
20 28416 48 4427
20 27123 47 4425
20 25478 49 4446
19 24289 48 4410
20 23803 48 4428
19 23961 49 4427
19 24554 49 4428
20 25326 49 4427
19 26107 46 4427
20 26870 47 4428
19 27447 47 4411
21 27972 48 4427
19 28155 47 4410
20 28069 49 4428
19 27944 48 4427
20 27695 48 4427
19 27345 48 4410
20 26847 47 4446
19 25711 49 4446
19 24608 49 4427
20 24019 48 4427
19 23814 49 4428
21 23683 48 4446
19 23760 47 4410
20 24237 49 4425
19 24931 45 4427
20 25755 48 4428
19 26304 46 4427
20 26735 48 4408
19 27302 49 4427
19 28636 47 4426
20 30702 48 4428
19 32449 51 4428
21 32767 45 4427
19 32556 46 4446
20 31465 48 4411
19 30194 48 4426
20 28966 49 4427
19 27963 48 4410
20 27286 49 4445
19 26945 48 4427
19 26454 47 4445
20 25052 47 4445
20 24013 47 4426
20 23351 48 4410
19 23194 47 4427
20 23691 47 4411
19 24162 47 4427
20 24197 47 4445
19 24271 48 4427
20 24600 46 4427
19 25140 50 4445
20 25846 46 4447
19 26332 48 4426
20 26764 46 4427
20 27240 47 4410
19 27774 47 4427
20 28047 47 4411
19 28044 48 4428
20 27771 47 4427
19 26247 48 4445
20 25024 48 4445
19 24550 46 4410
20 24749 48 4428
19 25198 48 4427
21 25556 48 4427
19 25843 47 4445
19 26182 48 4426
20 26299 47 4428
19 26127 47 4409
20 26016 47 4446
19 26151 47 4427
20 26430 45 4410
19 26575 46 4446
20 26458 45 4445
20 26077 45 4410
20 25765 48 4428
19 25677 46 4429
19 25849 45 4427
20 26057 48 4428
19 26257 45 4446
20 26663 46 4426
19 28050 47 4427
20 28035 46 4445
19 26808 46 4427
20 25316 47 4428
20 24175 44 4427
20 23855 46 4445
19 24000 46 4426
20 24271 46 4410
19 24711 43 4427
19 25201 47 4445
20 25679 46 4428
19 26079 45 4445
20 26507 44 4445
19 27015 45 4427
20 27326 46 4427
20 27319 43 4445
20 27166 45 4427
19 26943 45 4429
20 26642 45 4443
19 26555 43 4428
19 26808 44 4411
20 27530 44 4410
19 28624 44 4428
20 29734 45 4409
19 30662 45 4428
21 31101 44 4427
19 31083 43 4446
20 30593 39 4446
19 29865 33 4428
20 29088 29 4410
19 28431 27 4409
19 28035 23 4428
20 27891 21 4427
19 27841 19 4427
20 27789 20 4429
19 27818 18 4427
21 27791 17 4445
19 27857 16 4427
20 27896 16 4425
19 27963 16 4428
20 28046 16 4428
19 28148 14 4411
20 28071 17 4426
19 27815 12 4426
19 27463 15 4411
20 27036 15 4445
19 26750 16 4429
21 26578 16 4427
19 26642 17 4446
20 26696 15 4427
19 26819 18 4427
20 26919 17 4428
19 26956 16 4410
20 26985 19 4427
19 26987 18 4427
19 27021 17 4427
20 27159 18 4427
20 27206 16 4412
20 27194 16 4445
19 27075 16 4426
20 26981 16 4410
19 26868 17 4427
20 26813 14 4427
19 26848 15 4428
20 27007 17 4411
19 27156 16 4446
20 27247 14 4428
19 27256 17 4427
20 27273 16 4426
20 27109 17 4446
19 27056 16 4446
20 26685 16 4427
19 26348 18 4424
20 25994 17 4428
19 25643 16 4427
20 25421 17 4427
19 25246 17 4428
20 25240 13 4427
19 25263 17 4427
21 25285 15 4428
19 25297 17 4410
19 25253 16 4446
20 25351 15 4446
19 25459 17 4429
20 25705 13 4446
19 25907 14 4409
20 26208 16 4428
19 26487 15 4428
20 26700 16 4427
20 26850 15 4446
20 26875 16 4428
19 26728 16 4410
19 26625 16 4427
20 25974 16 4427
19 25322 14 4446
20 24912 13 4427
19 24756 14 4428
20 24786 17 4445
19 25299 16 4446
20 25974 15 4427
20 26739 16 4427
20 27416 16 4427
19 28069 16 4446
19 28671 16 4428
20 29147 16 4427
19 29488 17 4410
20 29539 16 4410
19 29304 17 4428
20 28796 15 4411
19 28057 17 4446
20 27318 17 4427
20 26853 14 4428
20 26741 16 4446
19 26933 17 4426
20 27181 16 4410
19 27384 18 4410
19 27631 17 4445
20 27969 17 4410
19 28354 17 4427
20 28679 16 4427
19 28769 15 4428
21 28560 16 4445
19 28176 16 4427
20 27806 13 4427
19 27374 14 4428
20 26991 16 4426
19 26717 17 4410
19 26513 16 4428
20 26372 16 4445
19 26300 16 4427
20 26294 16 4427
19 26392 16 4412
21 26380 14 4445
19 26423 15 4427
20 26389 16 4427
19 26446 16 4412
20 26452 14 4411
19 26469 14 4429
20 26412 16 4427
19 26393 16 4424
19 26319 17 4427
20 26302 17 4426
19 26305 15 4428
21 26287 15 4410
19 26284 17 4410
20 26274 18 4428
19 26325 17 4447
20 26377 16 4410
19 26417 15 4427
20 26499 17 4428
19 26560 16 4428
19 26586 15 4445
20 26578 17 4446
20 26536 14 4409
20 26532 15 4428
19 26536 14 4428
20 26539 16 4427
19 26613 16 4428
20 26672 14 4410
19 26678 17 4427
20 26692 18 4427
19 26990 17 4445
20 27304 16 4428
19 27615 16 4426
20 27782 18 4446
20 27327 16 4445
19 26704 15 4427
20 25950 18 4428
19 25471 17 4427
20 25416 16 4427
19 25620 17 4427
20 25817 17 4427
19 25926 17 4426
20 25846 16 4427
19 25640 14 4427
20 25168 16 4411
20 24843 16 4428
19 24653 17 4445
20 24612 14 4428
19 24677 16 4410
20 24798 16 4410
19 24787 16 4428
20 24934 15 4427
19 25310 16 4445
20 25795 16 4427
20 26332 15 4445
20 26796 17 4445
19 27140 15 4411
19 27227 15 4445
20 27204 14 4446
19 27030 16 4426
20 26800 16 4410
19 26603 16 4410
20 26468 15 4410
19 26446 16 4410
20 26664 17 4429
20 27290 16 4427
20 28104 16 4445
19 28758 17 4445
19 28926 17 4427
20 28579 15 4410
19 27910 17 4428
20 27362 16 4428
19 26916 15 4427
20 26740 16 4428
19 26654 16 4427
20 26628 16 4428
20 26627 15 4445
20 26456 13 4446
19 26144 15 4429
20 25787 15 4444
19 25438 16 4410
19 25061 15 4410
20 24938 16 4445
19 24933 15 4425
20 25074 16 4410
19 25307 14 4445
21 25432 15 4427
19 25381 17 4427
20 25206 16 4445
19 24759 16 4426
20 24258 17 4428
19 24256 16 4427
19 24859 15 4427
20 25578 15 4445
19 26126 17 4427
20 26308 16 4410
19 26199 16 4446
21 25982 14 4445
19 25831 16 4427
20 25674 16 4426
19 25653 16 4445
20 25743 18 4427
19 25852 16 4446
20 25980 15 4428
19 26081 15 4445
19 26156 16 4446
20 26117 16 4410
19 26121 17 4427
21 26123 13 4427
19 26121 13 4428
20 26113 15 4429
19 26138 16 4427
20 26112 17 4410
19 26128 15 4426
20 26114 16 4411
19 26138 13 4410
19 26312 14 4410
20 26543 16 4428
20 26556 17 4427
20 26418 15 4446
19 26188 16 4427
20 26131 16 4410
19 26189 16 4427
20 26548 17 4428
19 26982 16 4411
20 26970 15 4445
19 26596 16 4427
20 26151 16 4427
19 25973 15 4427
20 25973 14 4428
20 26279 16 4427
19 26641 16 4428
20 26927 16 4427
19 26937 14 4427
20 26878 13 4428
19 26768 18 4428
20 26593 15 4444
19 26613 16 4427
20 26690 16 4445
19 26788 16 4427
20 26799 16 4427
20 26828 15 4428
19 26760 16 4410
20 26644 16 4428
19 26587 16 4445
20 26581 16 4446
19 26609 17 4410
20 26669 17 4446
19 26715 15 4427
20 26767 15 4427
20 26832 14 4410
20 26905 16 4446
19 26987 16 4428
19 27075 14 4448
20 27120 17 4445
19 27108 16 4427
20 26924 16 4428
19 26667 17 4445
20 26408 16 4445
19 26303 16 4427
20 26350 16 4446
20 26432 15 4427
20 26447 14 4446
19 26364 13 4428
19 26260 14 4410
20 26356 16 4446
19 26489 15 4445
20 26608 17 4445
19 26546 15 4411
20 26499 16 4445
19 26451 14 4427
20 26595 15 4445
20 26718 17 4445
20 26814 15 4410
19 26920 14 4410
20 26995 16 4427
19 27149 16 4427
19 27149 16 4428
20 27073 17 4426
19 26905 15 4427
20 26602 15 4427
19 26266 16 4426
21 26110 13 4427
19 26179 14 4410
20 26421 17 4427
19 26804 15 4410
20 26996 18 4446
19 27135 15 4445
19 27176 17 4427
20 27197 13 4427
19 27140 16 4427
20 27160 15 4410
19 27116 16 4426
21 26971 16 4411
19 26824 16 4427
20 26662 16 4426
19 26569 16 4427
20 26484 16 4410
19 26310 15 4410
20 26118 15 4427
19 26145 16 4428
19 26177 15 4427
20 26354 17 4446
19 26438 15 4428
21 26554 15 4410
19 26562 13 4428
20 26646 16 4410
19 26740 15 4428
20 26828 15 4411
19 27067 16 4427
20 27149 16 4446
19 27083 16 4427
19 26828 16 4410
20 26719 16 4427
20 26785 16 4427
20 27153 16 4428
19 27243 17 4428
20 27190 12 4408
19 26898 16 4445
20 26837 17 4444
19 26941 15 4428
20 27034 16 4427
19 26940 15 4429
20 26772 15 4427
19 26466 14 4410
20 26160 16 4427
20 25943 16 4446
19 25946 16 4426
20 26153 16 4427
19 26663 16 4410
20 27124 16 4428
19 27298 15 4428
20 27251 16 4410
19 26954 16 4428
20 26144 17 4446
19 25537 16 4427
20 25393 16 4428
20 25642 17 4445
19 26087 15 4446
20 26433 15 4427
19 26513 16 4427
20 26530 17 4410
19 26647 18 4429
20 26920 14 4427
19 27494 16 4445
20 28123 10 4410
20 28572 16 4427
20 28817 16 4427
19 28836 18 4427
19 28943 16 4447
20 28798 13 4426
19 28549 16 4427
20 28181 16 4410
19 28132 15 4427
20 28249 13 4428
19 28252 16 4410
20 28083 16 4427
20 27694 15 4410
20 27487 17 4428
19 27259 16 4429
19 27282 19 4445
20 27381 16 4427
19 27549 17 4428
20 27541 17 4445
19 27421 16 4426
20 27241 16 4428
19 27008 16 4427
20 26856 15 4428
20 26808 15 4410
20 26781 15 4427
19 26743 17 4446
20 26685 16 4445
19 26582 16 4427
19 26298 15 4410
20 26213 16 4429
19 26040 16 4427
20 25991 16 4426
19 25937 16 4409
21 26014 13 4410
19 26165 16 4446
20 26345 17 4427
19 26447 15 4428
20 26426 15 4410
19 26359 16 4427
19 26467 15 4446
20 26311 15 4445
19 25981 16 4427
20 25511 15 4427
19 24961 15 4427
21 24517 15 4427
19 24295 15 4427
20 24362 15 4429
19 24549 14 4410
20 24913 17 4426
19 25278 15 4410
20 25605 16 4427
19 25890 15 4444
19 26146 16 4445
20 26452 12 4427
19 26585 15 4427
21 26665 16 4429
19 26629 15 4426
20 26528 16 4445
19 26442 16 4446
20 26363 16 4411
19 26265 17 4427
20 26164 17 4428
19 26159 17 4446
19 26260 18 4427
20 26363 16 4427
20 26672 15 4445
20 26851 16 4410
19 26968 14 4427
20 26920 15 4445
19 26821 14 4410
20 26662 13 4446
19 26455 14 4410
20 26226 15 4428
19 26031 15 4427
19 26175 15 4428
20 26391 16 4428
20 26764 14 4428
20 27049 16 4428
19 27276 15 4427
20 27306 15 4410
19 27181 16 4428
20 27116 13 4428
19 26967 16 4410
20 26826 15 4446
19 26737 16 4427
20 26813 17 4426
19 27013 16 4410
20 27384 15 4410
20 27618 14 4409
19 27734 17 4410
20 27711 15 4427
19 27390 15 4410
20 27006 16 4428
19 26612 16 4427
20 26238 16 4445
19 26111 16 4428
20 26211 15 4428
20 26413 18 4427
20 26719 16 4445
19 27067 15 4427
19 27328 15 4445
20 27525 16 4445
19 27519 15 4427
20 27427 15 4428
19 27207 16 4428
20 26998 16 4427
19 26870 16 4427
20 26884 15 4411
20 27045 16 4410
20 27292 16 4427
19 27342 16 4428
19 27327 15 4445
20 27347 16 4428
