
Delay= 19552
Source file: EDA_withMillis_noAccel_Final.ino
22 26660 32369 4503
22 26652 32368 4504
22 26654 32370 4504
22 26647 32369 4504
22 26615 32370 4504
21 26641 32370 4487
23 26635 32368 4520
21 26658 32371 4504
23 26648 32370 4521
21 26636 32367 4503
23 26602 32370 4521
21 26512 32368 4524
23 26419 32368 4522
21 26162 32368 4523
22 26031 32368 4506
22 26004 32370 4524
22 26105 32369 4506
22 26191 32370 4522
22 26379 32370 4524
22 26491 32368 4524
22 26574 32369 4541
22 26643 32369 4523
22 26565 32370 4541
21 26589 32371 4541
23 26544 32372 4523
21 26554 32370 4542
23 26620 32369 4504
21 26565 32370 4486
23 26569 32369 4521
21 26553 32368 4521
23 26590 32371 4521
21 26580 32368 4521
22 26597 32367 4503
23 26581 32368 4503
21 26592 32366 4521
23 26620 32367 4486
21 26636 32369 4504
23 26642 32368 4521
21 26605 32369 4504
23 26583 32371 4503
21 26610 32370 4524
22 26606 32368 4506
22 26628 32370 4541
22 26546 32369 4522
22 26562 32370 4505
22 26608 32368 4521
22 26620 32370 4542
22 26621 32369 4541
22 26631 32368 4524
22 26620 32368 4542
22 26594 32370 4506
22 26621 32370 4524
21 26583 32368 4522
23 26606 32370 4524
21 26591 32368 4504
23 26621 32366 4487
21 26631 32368 4522
23 26651 32368 4521
21 26591 32371 4521
23 26603 32371 4505
21 26580 32369 4484
22 26601 32369 4486
22 26642 32368 4485
22 26674 32368 4502
22 26627 32368 4503
22 26654 32366 4504
23 26660 32368 4505
21 26663 32367 4487
23 26616 32369 4504
21 26605 32370 4524
22 26661 32368 4542
22 26691 32368 4505
22 26665 32369 4525
22 26678 32370 4524
22 26652 32369 4506
22 26662 32370 4541
22 26678 32370 4504
22 26661 32368 4522
22 26662 32369 4523
21 26673 32370 4523
23 26681 32370 4522
21 26630 32370 4506
23 26620 32369 4539
21 26605 32369 4523
23 26580 32366 4522
21 26602 32368 4503
23 26611 32368 4504
21 26626 32368 4503
22 26617 32367 4504
22 26617 32369 4503
22 26635 32367 4520
22 26582 32370 4504
22 26571 32369 4504
22 26545 32371 4503
22 26554 32368 4522
22 26531 32369 4503
22 26538 32370 4521
22 26513 32369 4523
22 26556 32369 4506
21 26596 32371 4524
23 26619 32371 4541
22 26608 32368 4542
22 26646 32371 4523
22 26674 32369 4523
22 26661 32370 4523
22 26657 32370 4523
22 26667 32368 4523
22 26637 32370 4524
21 26611 32371 4524
23 26623 32370 4506
21 26622 32369 4522
23 26638 32370 4525
21 26643 32371 4506
23 26614 32368 4505
21 26657 32369 4504
23 26683 32372 4503
21 26687 32368 4503
22 26653 32372 4503
22 26716 32367 4522
22 26725 32364 4521
22 26695 32366 4522
22 26657 32368 4505
22 26642 32368 4522
22 26655 32368 4504
22 26662 32368 4504
22 26657 32366 4504
21 26643 32365 4503
23 26639 32369 4519
21 26650 32369 4523
23 26607 32368 4525
21 26550 32367 4523
23 26558 32369 4506
21 26593 32369 4506
23 26621 32370 4523
22 26582 32366 4523
21 26583 32367 4522
23 26608 32368 4524
21 26583 32367 4524
23 26594 32368 4506
21 26587 32368 4526
23 26607 32368 4523
21 26675 32368 4522
23 26653 32368 4505
21 26625 32368 4486
22 26633 32367 4504
22 26627 32368 4504
22 26577 32368 4487
22 26616 32366 4501
22 26624 32366 4521
22 26620 32367 4504
22 26679 32368 4504
22 26660 32369 4505
22 26659 32368 4504
22 26656 32369 4488
22 26663 32370 4505
21 26657 32370 4503
23 26634 32368 4506
21 26657 32370 4524
23 26662 32370 4523
21 26628 32371 4524
23 26614 32369 4526
21 26600 32366 4507
23 26626 32372 4524
21 26654 32371 4541
22 26668 32370 4524
22 26634 32370 4506
22 26599 32370 4543
22 26635 32371 4507
22 26586 32368 4524
23 26630 32370 4542
21 26609 32370 4523
23 26571 32371 4526
21 26581 32371 4522
22 26630 32368 4504
22 26622 32370 4504
22 26585 32369 4522
22 26561 32370 4521
22 26623 32370 4520
22 26588 32370 4504
22 26647 32369 4539
22 26671 32370 4524
22 26624 32368 4506
21 26639 32370 4504
23 26628 32368 4522
21 26619 32370 4524
23 26635 32366 4523
21 26653 32371 4524
23 26668 32368 4506
21 26676 32370 4523
23 26682 32369 4503
21 26647 32369 4524
22 26685 32371 4542
22 26625 32369 4506
22 26628 32370 4542
22 26588 32368 4506
22 26618 32369 4524
22 26621 32371 4507
22 26623 32369 4524
22 26638 32369 4506
22 26599 32370 4524
22 26586 32370 4522
22 26637 32370 4507
21 26647 32368 4505
23 26602 32368 4505
22 26637 32369 4487
22 26655 32370 4504
22 26643 32369 4487
22 26656 32369 4503
22 26668 32370 4504
22 26666 32370 4503
22 26629 32369 4522
21 26603 32370 4521
23 26604 32370 4504
21 26657 32371 4521
23 26670 32369 4504
21 26704 32370 4488
23 26665 32369 4541
21 26685 32370 4506
23 26651 32368 4524
21 26599 32371 4521
22 26577 32369 4506
22 26612 32370 4523
22 26610 32369 4524
22 26612 32371 4523
22 26587 32369 4525
22 26586 32369 4524
22 26587 32370 4506
22 26629 32371 4541
22 26645 32369 4506
21 26641 32367 4541
23 26634 32368 4501
21 26606 32364 4521
23 26657 32369 4504
21 26626 32370 4503
23 26616 32369 4523
21 26610 32366 4503
23 26591 32368 4522
22 26581 32369 4522
21 26561 32368 4521
23 26575 32368 4523
21 26631 32369 4504
23 26601 32368 4504
21 26621 32369 4521
23 26666 32368 4506
21 26689 32370 4502
23 26671 32371 4506
21 26627 32370 4541
23 26620 32369 4541
21 26654 32370 4507
22 26638 32370 4523
22 26594 32372 4523
22 26631 32370 4523
22 26605 32369 4523
22 26628 32371 4523
22 26630 32369 4524
22 26624 32368 4523
22 26653 32368 4506
22 26604 32368 4542
21 26643 32368 4524
23 26642 32369 4488
21 26583 32368 4505
23 26651 32370 4487
21 26645 32369 4503
23 26622 32368 4505
21 26620 32369 4487
23 26652 32367 4486
21 26639 32368 4503
22 26602 32369 4523
22 26587 32369 4486
22 26579 32365 4523
23 26617 32368 4504
21 26589 32368 4505
23 26563 32370 4504
21 26568 32369 4487
23 26607 32369 4524
21 26605 32371 4523
22 26630 32369 4524
22 26617 32369 4524
22 26574 32369 4506
22 26632 32370 4524
22 26633 32371 4542
22 26631 32369 4522
22 26616 32370 4523
22 26622 32368 4542
22 26654 32369 4524
21 26648 32368 4524
23 26634 32371 4523
21 26620 32370 4506
23 26620 32369 4523
21 26629 32369 4521
23 26613 32370 4487
21 26624 32370 4521
23 26607 32368 4504
21 26615 32369 4486
23 26649 32367 4487
21 26670 32370 4522
22 26608 32365 4503
22 26638 32369 4522
22 26605 32368 4487
22 26587 32362 4522
22 26629 32368 4521
22 26641 32367 4522
22 26609 32369 4521
23 26584 32368 4523
21 26574 32366 4523
22 26567 32369 4523
22 26630 32370 4522
22 26629 32369 4506
22 26616 32368 4523
22 26630 32369 4541
22 26626 32369 4542
22 26636 32370 4524
22 26613 32372 4523
22 26643 32370 4523
21 26593 32369 4523
23 26654 32368 4542
21 26646 32368 4524
23 26642 32369 4507
21 26621 32368 4487
23 26575 32368 4505
21 26600 32367 4503
23 26634 32365 4504
21 26636 32369 4505
22 26613 32368 4503
22 26600 32370 4486
22 26636 32370 4503
22 26647 32366 4487
22 26601 32369 4522
22 26671 32369 4487
22 26634 32369 4504
22 26648 32368 4503
22 26627 32369 4503
21 26633 32368 4520
23 26627 32369 4523
21 26633 32369 4523
23 26638 32369 4524
21 26635 32369 4523
23 26633 32370 4522
22 26635 32367 4540
22 26658 32369 4524
22 26597 32366 4506
21 26650 32369 4523
23 26624 32369 4523
21 26606 32368 4542
23 26604 32367 4540
21 26633 32368 4525
23 26610 32366 4524
21 26667 32369 4504
23 26633 32366 4487
21 26652 32365 4486
23 26658 32367 4504
21 26634 32366 4504
22 26595 32367 4505
22 26583 32367 4503
22 26600 32367 4521
22 26627 32366 4521
22 26646 32367 4486
22 26641 32367 4504
22 26623 32369 4487
22 26610 32367 4521
22 26592 32368 4485
21 26654 32366 4503
23 26631 32368 4542
21 26620 32369 4524
23 26616 32369 4523
21 26613 32368 4523
23 26614 32368 4524
21 26603 32368 4525
23 26586 32365 4524
21 26624 32369 4507
22 26686 32368 4524
22 26642 32369 4524
22 26654 32368 4539
23 26642 32369 4524
21 26605 32369 4542
23 26597 32369 4523
21 26582 32368 4541
23 26585 32368 4521
21 26579 32369 4504
22 26641 32368 4503
22 26665 32369 4504
22 26696 32367 4503
22 26644 32367 4484
22 26645 32368 4502
22 26634 32369 4521
22 26586 32368 4522
22 26589 32369 4504
22 26638 32368 4504
21 26611 32367 4522
23 26619 32367 4486
21 26595 32369 4505
23 26544 32369 4523
21 26580 32368 4524
23 26620 32368 4506
21 26601 32368 4524
23 26631 32368 4522
21 26648 32367 4541
23 26631 32368 4541
21 26631 32369 4506
22 26639 32369 4523
22 26635 32369 4543
22 26633 32370 4523
22 26611 32370 4506
22 26595 32369 4523
22 26636 32367 4523
22 26615 32368 4523
23 26638 32367 4540
21 26643 32367 4486
22 26644 32367 4521
22 26631 32368 4503
22 26667 32367 4503
22 26640 32366 4501
22 26641 32366 4504
22 26641 32368 4503
22 26631 32364 4504
22 26638 32365 4487
22 26582 32367 4502
21 26619 32368 4523
23 26635 32366 4488
21 26660 32366 4504
23 26627 32367 4524
21 26593 32367 4524
23 26602 32368 4507
21 26610 32368 4524
23 26633 32368 4523
21 26622 32368 4542
22 26641 32368 4542
22 26594 32367 4542
22 26629 32367 4542
22 26620 32368 4524
22 26613 32367 4523
22 26607 32367 4523
22 26582 32369 4524
22 26614 32368 4524
22 26584 32368 4542
21 26608 32366 4486
23 26662 32367 4486
21 26661 32366 4504
23 26656 32368 4502
21 26640 32367 4521
23 26627 32368 4503
22 26625 32367 4523
22 26636 32366 4539
22 26673 32368 4503
22 26622 32367 4522
22 26598 32367 4487
21 26606 32367 4506
23 26649 32367 4503
21 26659 32367 4521
23 26671 32370 4505
21 26582 32366 4491
23 26591 32368 4541
21 26614 32367 4523
23 26655 32368 4524
21 26632 32368 4542
22 26686 32365 4505
22 26610 32368 4506
22 26563 32366 4542
22 26573 32367 4506
22 26629 32369 4524
22 26597 32369 4542
22 26615 32369 4523
22 26671 32368 4490
22 26690 32368 4540
21 26666 32368 4505
23 26613 32368 4522
21 26635 32368 4523
23 26609 32366 4521
21 26627 32369 4537
23 26589 32369 4486
21 26608 32368 4504
23 26593 32368 4504
21 26639 32369 4504
22 26617 32368 4505
23 26605 32370 4488
21 26607 32369 4486
23 26607 32366 4521
21 26602 32368 4505
23 26641 32369 4523
21 26654 32368 4523
23 26668 32368 4541
21 26647 32368 4525
22 26650 32365 4524
22 26641 32366 4524
22 26622 32368 4524
22 26606 32366 4524
22 26590 32368 4541
22 26645 32368 4505
22 26617 32368 4523
22 26650 32369 4523
22 26671 32367 4524
21 26664 32369 4523
23 26640 32369 4541
21 26644 32369 4523
23 26627 32367 4522
21 26634 32368 4503
23 26647 32367 4503
21 26644 32368 4488
23 26641 32367 4486
21 26640 32366 4504
23 26637 32367 4521
21 26658 32368 4487
22 26681 32368 4503
22 26710 32366 4487
22 26653 32368 4488
22 26645 32367 4504
22 26639 32368 4504
23 26690 32368 4522
21 26692 32369 4524
23 26692 32369 4542
21 26700 32368 4525
22 26708 32366 4526
22 26749 32366 4522
22 26701 32370 4506
22 26605 32366 4524
22 26600 32370 4506
22 26587 32368 4541
22 26624 32367 4540
22 26631 32369 4541
22 26677 32369 4506
21 26708 32371 4523
23 26754 32370 4507
21 26737 32368 4541
23 26725 32368 4504
21 26758 32368 4523
23 26732 32368 4522
21 26702 32369 4486
23 26643 32367 4503
21 26590 32368 4504
22 26584 32367 4522
22 26551 32368 4503
22 26526 32367 4503
22 26527 32368 4538
22 26601 32369 4502
22 26555 32367 4503
22 26591 32368 4521
22 26557 32368 4487
22 26606 32368 4504
21 26586 32369 4524
23 26567 32370 4524
21 26555 32369 4523
23 26620 32365 4524
22 26633 32371 4541
22 26602 32369 4523
22 26615 32369 4523
22 26662 32367 4526
22 26676 32369 4490
22 26618 32367 4522
22 26618 32369 4539
21 26591 32368 4524
23 26620 32369 4523
21 26628 32367 4505
23 26586 32366 4524
21 26597 32366 4522
23 26619 32365 4486
21 26627 32368 4486
23 26627 32368 4523
21 26647 32369 4504
22 26615 32368 4521
22 26601 32367 4504
22 26599 32363 4520
22 26631 32368 4486
22 26613 32368 4520
22 26592 32366 4522
22 26619 32366 4503
22 26625 32367 4522
22 26586 32367 4487
21 26601 32366 4542
23 26584 32367 4523
21 26530 32366 4523
23 26577 32367 4524
21 26594 32368 4523
23 26604 32368 4506
21 26668 32367 4490
23 26680 32367 4507
21 26703 32368 4524
22 26694 32368 4505
23 26667 32366 4523
21 26687 32367 4523
23 26705 32368 4506
21 26692 32369 4524
23 26690 32368 4524
21 26774 32368 4522
23 27048 32368 4503
21 27305 32366 4523
22 27545 32368 4503
22 27704 32368 4486
22 27845 32368 4505
22 27814 32369 4504
22 27551 32368 4504
22 27110 32367 4505
22 26677 32368 4524
22 26336 32369 4487
22 26069 32367 4522
22 25942 32368 4503
22 25991 32367 4504
21 26057 32368 4508
23 26185 32369 4523
21 26279 32367 4506
23 26433 32368 4505
21 26460 32368 4524
23 26465 32369 4543
21 26438 32368 4543
23 26410 32368 4524
21 26345 32367 4523
22 26363 32368 4524
22 26358 32369 4506
22 26396 32370 4523
22 26396 32365 4525
22 26407 32370 4525
23 26427 32370 4524
21 26455 32369 4525
23 26484 32370 4504
21 26450 32364 4504
22 26510 32365 4504
22 26487 32367 4487
22 26452 32367 4504
22 26448 32368 4504
22 26424 32368 4504
22 26490 32370 4520
22 26507 32369 4504
22 26553 32368 4504
22 26568 32370 4522
21 26660 32368 4502
23 26614 32369 4504
21 26623 32365 4523
23 26632 32366 4543
21 26575 32369 4524
23 26591 32369 4541
21 26588 32369 4542
23 26598 32371 4524
21 26617 32369 4523
22 26645 32370 4523
22 26589 32369 4507
22 26601 32368 4524
22 26629 32370 4524
22 26619 32369 4523
22 26596 32368 4524
22 26603 32368 4523
22 26680 32369 4542
22 26673 32372 4524
22 26686 32368 4504
22 26684 32368 4504
21 26604 32368 4504
23 26617 32367 4504
22 26620 32366 4486
22 26635 32367 4523
22 26654 32368 4521
22 26590 32368 4505
22 26615 32370 4485
22 26661 32368 4522
22 26627 32371 4504
21 26625 32368 4523
23 26609 32369 4504
21 26630 32369 4521
23 26619 32370 4523
21 26573 32368 4507
23 26581 32367 4524
21 26590 32369 4541
23 26632 32370 4542
21 26669 32368 4541
22 26613 32369 4541
22 26586 32369 4523
22 26606 32370 4507
22 26646 32370 4523
22 26625 32370 4523
22 26623 32367 4506
22 26661 32369 4524
22 26639 32369 4523
22 26671 32369 4522
21 26636 32366 4521
23 26651 32368 4522
21 26598 32367 4520
23 26577 32366 4504
21 26618 32367 4505
23 26650 32367 4505
21 26664 32366 4487
23 26645 32368 4503
22 26627 32367 4503
21 26656 32363 4503
23 26594 32368 4522
21 26628 32366 4504
23 26617 32366 4504
21 26671 32367 4504
23 26642 32366 4523
21 26663 32365 4525
23 26622 32368 4523
21 26618 32369 4524
22 26601 32369 4524
22 26633 32367 4506
22 26646 32365 4524
22 26670 32368 4542
22 26635 32368 4506
22 26624 32366 4507
22 26610 32369 4543
22 26617 32367 4506
22 26620 32367 4542
22 26652 32369 4506
22 26648 32369 4524
21 26649 32368 4502
23 26676 32371 4522
21 26660 32369 4503
23 26703 32367 4522
21 26716 32369 4503
23 26713 32368 4504
21 26681 32368 4521
23 26676 32369 4504
21 26661 32369 4523
22 26665 32369 4503
22 26631 32369 4520
22 26619 32369 4504
23 26609 32369 4505
21 26589 32369 4502
23 26609 32366 4526
21 26623 32370 4523
23 26597 32369 4524
21 26595 32369 4523
22 26607 32370 4524
22 26616 32367 4524
22 26601 32369 4524
22 26652 32369 4524
22 26621 32369 4543
22 26646 32369 4506
22 26622 32369 4523
22 26634 32369 4524
22 26652 32369 4523
21 26654 32366 4525
23 26666 32369 4541
21 26646 32370 4524
23 26632 32367 4521
21 26635 32368 4522
23 26638 32367 4503
21 26621 32368 4487
23 26656 32368 4485
21 26581 32367 4521
22 26597 32368 4503
22 26616 32368 4503
22 26592 32368 4504
22 26524 32369 4505
22 26568 32368 4504
22 26589 32368 4504
22 26641 32366 4521
22 26655 32369 4488
22 26679 32367 4524
22 26686 32368 4542
22 26668 32369 4523
22 26651 32368 4524
22 26671 32371 4525
22 26706 32368 4523
22 26672 32371 4524
22 26668 32368 4524
22 26669 32369 4504
22 26667 32370 4523
22 26656 32369 4506
22 26654 32371 4524
21 26614 32370 4506
23 26635 32368 4507
21 26627 32369 4504
23 26671 32370 4504
21 26672 32368 4504
23 26661 32369 4503
21 26589 32369 4504
23 26626 32370 4504
21 26594 32369 4487
22 26628 32369 4504
22 26627 32369 4503
22 26600 32367 4488
22 26666 32367 4503
22 26621 32369 4503
22 26640 32369 4504
22 26643 32369 4506
22 26619 32368 4503
22 26666 32368 4523
21 26661 32369 4541
23 26639 32369 4543
21 26639 32368 4541
23 26682 32369 4524
21 26677 32370 4524
23 26674 32370 4524
21 26698 32367 4503
23 26692 32369 4507
22 26631 32370 4524
21 26666 32367 4542
23 26611 32368 4541
21 26641 32369 4541
23 26607 32368 4523
21 26606 32367 4525
23 26586 32368 4504
21 26619 32367 4522
23 26630 32366 4503
21 26618 32368 4486
23 26626 32368 4521
21 26688 32368 4488
22 26652 32369 4505
22 26662 32367 4518
22 26680 32366 4504
22 26668 32368 4501
22 26706 32367 4503
22 26701 32368 4487
22 26663 32368 4505
22 26667 32368 4503
22 26666 32366 4542
21 26600 32367 4506
23 26585 32370 4540
21 26626 32367 4507
23 26615 32368 4523
21 26593 32369 4507
23 26595 32368 4541
21 26615 32370 4523
23 26631 32370 4506
21 26608 32371 4506
22 26612 32368 4523
22 26566 32370 4523
22 26552 32369 4523
23 26627 32371 4525
21 26594 32366 4524
23 26620 32369 4521
21 26634 32369 4503
23 26623 32368 4539
21 26639 32368 4522
22 26647 32367 4503
22 26630 32368 4523
22 26570 32367 4522
22 26543 32367 4505
22 26571 32365 4522
22 26601 32367 4503
22 26580 32367 4504
22 26569 32362 4521
22 26568 32366 4502
21 26624 32368 4523
23 26678 32368 4523
21 26681 32366 4506
23 26671 32368 4524
21 26670 32369 4524
23 26635 32368 4507
21 26623 32369 4506
23 26613 32368 4524
21 26637 32367 4541
23 26615 32368 4523
21 26638 32368 4506
22 26599 32369 4541
22 26619 32366 4524
22 26633 32366 4525
22 26615 32367 4524
22 26597 32366 4506
22 26599 32366 4504
22 26549 32366 4521
23 26588 32365 4504
21 26622 32367 4503
22 26630 32363 4505
22 26651 32366 4504
22 26676 32366 4521
22 26613 32362 4503
22 26636 32366 4504
22 26607 32369 4485
22 26629 32366 4504
22 26630 32363 4487
22 26646 32365 4521
21 26616 32366 4522
23 26570 32366 4502
21 26606 32365 4507
23 26580 32369 4506
21 26603 32370 4506
23 26618 32369 4523
21 26630 32369 4523
23 26638 32366 4542
21 26689 32368 4523
22 26682 32368 4541
22 26618 32368 4523
22 26629 32368 4523
22 26630 32368 4524
22 26615 32369 4541
22 26642 32368 4506
22 26638 32368 4506
22 26676 32368 4487
22 26646 32366 4504
21 26694 32368 4504
23 26674 32368 4503
21 26645 32367 4504
23 26601 32367 4504
21 26591 32371 4505
23 26618 32368 4518
22 26576 32368 4522
22 26621 32368 4502
22 26664 32369 4505
21 26697 32368 4504
23 26678 32369 4487
21 26692 32370 4486
23 26650 32365 4520
21 26648 32369 4523
23 26633 32369 4523
21 26641 32366 4506
23 26603 32370 4524
21 26533 32371 4523
23 26512 32370 4523
21 26508 32369 4541
22 26559 32368 4524
22 26577 32370 4523
22 26606 32369 4505
22 26576 32369 4541
22 26596 32369 4541
22 26583 32369 4541
22 26607 32369 4524
22 26617 32370 4523
22 26648 32369 4520
21 26671 32368 4522
23 26662 32365 4504
21 26660 32369 4519
23 26563 32368 4523
21 26565 32368 4486
23 26649 32367 4503
21 26607 32368 4487
23 26588 32368 4521
21 26614 32367 4504
22 26607 32369 4503
23 26645 32369 4485
21 26633 32371 4504
23 26637 32369 4504
21 26667 32369 4523
23 26655 32370 4506
21 26593 32371 4523
23 26605 32372 4506
21 26633 32370 4523
22 26614 32369 4524
22 26619 32371 4506
22 26600 32368 4523
22 26592 32369 4523
22 26618 32369 4541
22 26653 32366 4523
22 26661 32369 4521
22 26647 32368 4523
22 26610 32366 4506
21 26617 32369 4524
23 26609 32368 4487
21 26665 32368 4504
23 26661 32367 4504
21 26679 32367 4505
23 26674 32368 4519
21 26668 32368 4522
23 26647 32368 4487
21 26659 32369 4522
23 26664 32368 4521
21 26670 32366 4504
22 26622 32367 4505
22 26617 32368 4503
22 26596 32369 4520
22 26622 32366 4520
22 26597 32367 4522
22 26633 32368 4508
22 26579 32366 4507
23 26577 32368 4523
21 26601 32368 4524
22 26681 32366 4542
22 26648 32368 4523
22 26657 32368 4523
22 26697 32368 4523
22 26637 32368 4541
22 26610 32368 4524
22 26629 32366 4525
22 26604 32368 4525
22 26608 32369 4524
21 26603 32368 4507
23 26585 32369 4503
21 26601 32367 4488
23 26655 32367 4503
21 26623 32367 4521
23 26638 32367 4521
21 26652 32365 4487
23 26641 32368 4505
21 26677 32365 4522
22 26651 32368 4487
22 26660 32368 4503
22 26661 32367 4487
22 26664 32369 4503
22 26704 32368 4504
22 26691 32366 4486
22 26689 32369 4486
22 26687 32367 4507
22 26657 32369 4524
21 26663 32368 4506
23 26721 32369 4542
21 26788 32367 4505
23 26776 32369 4524
21 26850 32368 4523
23 26850 32367 4522
22 26781 32369 4523
22 26683 32368 4506
22 26559 32369 4525
22 26520 32368 4524
22 26513 32368 4524
21 26515 32369 4524
23 26614 32369 4538
21 26681 32366 4522
23 26792 32370 4503
21 26859 32368 4503
23 26825 32369 4503
21 26698 32367 4504
23 26555 32368 4504
21 26425 32367 4505
22 26386 32369 4504
22 26412 32368 4504
22 26396 32368 4503
22 26522 32368 4501
22 26601 32368 4504
22 26647 32368 4503
22 26644 32368 4504
22 26672 32367 4526
22 26617 32368 4523
21 26544 32368 4507
23 26536 32369 4525
21 26503 32368 4506
23 26489 32370 4524
21 26504 32369 4524
23 26455 32369 4541
21 26534 32370 4541
23 26546 32370 4544
21 26575 32369 4523
22 26598 32368 4541
23 26556 32371 4542
21 26531 32370 4523
23 26543 32370 4542
21 26527 32369 4522
23 26505 32369 4487
21 26521 32369 4523
23 26604 32369 4487
21 26607 32369 4503
22 26623 32367 4486
22 26597 32369 4521
22 26595 32368 4486
22 26614 32368 4503
22 26538 32369 4486
22 26576 32371 4503
22 26601 32369 4504
22 26594 32367 4504
22 26605 32369 4504
21 26579 32370 4524
23 26605 32369 4524
21 26606 32371 4524
23 26658 32371 4524
21 26595 32367 4525
23 26559 32367 4522
21 26587 32369 4524
23 26602 32369 4523
21 26579 32364 4506
23 26605 32370 4505
21 26621 32370 4523
22 26591 32369 4507
22 26597 32371 4542
22 26617 32368 4523
22 26618 32368 4523
22 26621 32367 4489
23 26634 32367 4486
21 26626 32368 4483
23 26634 32369 4487
21 26629 32369 4521
22 26632 32367 4522
22 26608 32369 4504
22 26627 32368 4504
22 26669 32369 4503
22 26638 32365 4503
22 26604 32364 4521
22 26623 32370 4486
22 26652 32373 4523
22 26637 32368 4523
21 26598 32371 4522
23 26609 32370 4505
21 26582 32369 4523
23 26569 32368 4541
21 26606 32369 4524
23 26644 32368 4523
21 26641 32368 4526
23 26661 32368 4525
21 26685 32365 4524
22 26672 32364 4541
22 26643 32369 4506
22 26634 32368 4541
22 26625 32370 4506
22 26607 32370 4541
22 26617 32369 4523
22 26642 32368 4523
22 26643 32367 4521
22 26695 32369 4504
21 26671 32369 4503
23 26652 32367 4504
21 26647 32369 4503
23 26617 32366 4505
22 26636 32369 4486
22 26617 32368 4505
22 26575 32366 4523
22 26586 32368 4504
22 26610 32369 4504
22 26597 32367 4504
22 26599 32369 4523
21 26605 32366 4504
23 26645 32369 4524
21 26651 32370 4506
23 26653 32370 4525
21 26652 32369 4505
23 26620 32370 4507
21 26640 32369 4523
23 26609 32371 4542
21 26608 32370 4542
22 26575 32370 4524
22 26579 32369 4522
22 26601 32369 4542
22 26604 32370 4523
22 26653 32369 4506
22 26650 32368 4507
22 26670 32369 4506
22 26655 32368 4523
22 26643 32369 4503
21 26589 32367 4503
23 26591 32368 4504
21 26568 32368 4503
23 26600 32368 4504
21 26618 32368 4504
23 26586 32368 4522
21 26607 32369 4485
23 26602 32368 4488
22 26637 32367 4523
21 26644 32367 4503
23 26651 32368 4505
21 26699 32367 4523
23 26686 32366 4523
21 26697 32366 4542
23 26670 32369 4507
