21 26547à
Delay= 19552
Source file: EDA_withMillis_noAccel_Final.ino
21 26552 18031 3901
23 26556 18027 3899
21 26543 18029 3903
22 26554 18026 3905
22 26553 18021 3903
22 26559 18029 3904
21 26564 18024 3902
23 26569 18027 3897
21 26573 18022 3900
22 26606 18023 3905
22 26615 18020 3901
22 26614 18023 3901
21 26614 18019 3904
23 26607 18015 3898
21 26582 18017 3901
22 26573 18010 3900
22 26553 18012 3897
22 26556 18010 3900
21 26550 18005 3900
23 26556 18002 3898
21 26561 17997 3902
22 26564 17994 3902
22 26574 17994 3896
22 26576 17987 3903
21 26574 17983 3901
23 26572 17988 3900
21 26577 17977 3899
22 26569 17978 3902
22 26570 17969 3897
22 26555 17964 3902
21 26553 17959 3891
23 26573 17957 3901
21 26552 17955 3904
22 26561 17949 3904
22 26559 17946 3898
22 26550 17944 3904
21 26557 17930 3902
23 26577 17935 3902
22 26599 17929 3899
21 26619 17923 3901
23 26650 17918 3902
21 26658 17919 3899
22 26653 17907 3903
22 26629 17910 3905
22 26606 17905 3900
21 26605 17903 3901
22 26549 17897 3903
22 26563 17892 3903
22 26575 17897 3902
21 26585 17891 3904
23 26564 17885 3897
21 26571 17885 3901
22 26602 17880 3905
22 26592 17880 3904
22 26600 17876 3901
21 26599 17874 3907
23 26590 17867 3902
21 26583 17865 3901
22 26569 17865 3901
22 26570 17867 3905
22 26563 17858 3898
21 26567 17857 3900
23 26567 17860 3905
21 26573 17857 3894
22 26567 17853 3903
22 26548 17841 3902
22 26564 17849 3904
21 26544 17839 3903
23 26582 17836 3900
21 26573 17839 3904
22 26589 17838 3903
22 26621 17838 3902
22 26671 17832 3901
21 26683 17828 3904
23 26684 17825 3902
21 26672 17823 3904
22 26644 17820 3902
22 26626 17815 3902
22 26609 17816 3904
22 26593 17810 3904
22 26619 17809 3902
22 26603 17804 3903
21 26602 17802 3898
23 26603 17800 3896
21 26591 17795 3903
22 26593 17788 3899
22 26597 17790 3895
22 26600 17780 3904
21 26601 17783 3902
23 26586 17778 3904
21 26589 17767 3902
22 26581 17766 3900
22 26587 17766 3901
22 26575 17762 3900
21 26579 17751 3899
23 26579 17751 3905
21 26575 17748 3902
22 26573 17746 3902
22 26582 17747 3901
22 26578 17741 3901
21 26564 17734 3902
23 26567 17737 3902
21 26569 17728 3901
22 26564 17720 3903
22 26552 17717 3904
22 26571 17725 3899
21 26574 17716 3905
23 26576 17718 3901
21 26594 17703 3900
22 26651 17701 3903
21 26680 17702 3900
23 26696 17701 3904
21 26714 17700 3901
22 26694 17697 3903
22 26671 17705 3899
22 26660 17691 3903
21 26618 17692 3905
23 26601 17687 3904
21 26599 17688 3903
22 26614 17691 3905
23 26594 17681 3898
21 26595 17682 3905
22 26599 17678 3904
22 26601 17679 3899
22 26604 17678 3901
21 26615 17679 3905
23 26606 17675 3904
21 26600 17676 3898
22 26586 17671 3902
22 26575 17662 3901
22 26538 17670 3902
21 26537 17660 3902
23 26541 17657 3905
21 26533 17664 3903
22 26555 17663 3903
22 26555 17660 3905
22 26564 17661 3901
21 26563 17659 3899
23 26544 17659 3901
21 26548 17659 3901
22 26528 17657 3901
22 26530 17659 3901
22 26535 17650 3905
21 26542 17657 3903
23 26537 17649 3900
21 26529 17654 3901
22 26551 17657 3899
22 26525 17650 3899
22 26536 17648 3904
21 26539 17653 3904
23 26577 17656 3895
21 26620 17648 3906
22 26662 17648 3904
22 26684 17650 3901
22 26663 17643 3904
21 26625 17650 3902
23 26594 17641 3902
21 26574 17643 3905
22 26554 17641 3904
22 26568 17634 3903
22 26559 17636 3904
21 26552 17628 3904
23 26570 17635 3903
22 26586 17627 3903
21 26602 17634 3902
23 26596 17629 3898
21 26579 17626 3900
22 26582 17625 3901
22 26578 17620 3903
22 26553 17627 3900
21 26547 17626 3904
23 26551 17620 3900
21 26550 17620 3900
22 26555 17617 3902
21 26559 17616 3901
23 26543 17621 3901
21 26554 17615 3897
22 26551 17614 3907
22 26534 17611 3901
22 26548 17619 3905
21 26560 17610 3902
23 26570 17611 3904
21 26550 17608 3902
22 26567 17611 3904
22 26594 17605 3902
22 26627 17603 3903
21 26653 17600 3904
23 26656 17602 3905
21 26647 17598 3900
22 26607 17600 3905
22 26576 17599 3905
22 26587 17597 3901
21 26571 17586 3905
23 26572 17580 3899
21 26550 17582 3900
22 26561 17584 3907
22 26562 17572 3904
22 26576 17579 3900
21 26569 17573 3906
23 26579 17577 3897
21 26574 17572 3903
22 26569 17567 3906
22 26557 17565 3904
22 26538 17563 3902
21 26525 17560 3905
23 26542 17563 3902
22 26557 17562 3904
21 26557 17557 3901
23 26566 17554 3904
21 26547 17554 3902
22 26545 17551 3898
22 26563 17551 3896
22 26549 17548 3903
21 26554 17549 3905
23 26559 17552 3898
21 26591 17548 3903
22 26627 17552 3902
22 26638 17553 3903
22 26656 17547 3902
21 26645 17548 3902
23 26637 17552 3903
21 26600 17548 3905
22 26555 17540 3900
22 26570 17547 3905
22 26567 17543 3904
21 26563 17545 3902
23 26570 17542 3903
21 26582 17540 3903
22 26547 17541 3903
22 26561 17540 3901
22 26556 17532 3899
21 26575 17525 3902
23 26552 17531 3903
21 26548 17524 3899
22 26539 17518 3904
22 26552 17520 3903
22 26543 17512 3903
21 26546 17510 3904
22 26544 17518 3904
22 26544 17510 3904
22 26548 17502 3900
21 26560 17510 3904
23 26519 17510 3905
21 26521 17505 3904
22 26509 17505 3901
22 26544 17506 3905
22 26550 17502 3905
21 26542 17502 3904
23 26542 17502 3903
22 26546 17503 3906
21 26522 17504 3904
23 26527 17505 3905
21 26510 17500 3904
22 26520 17500 3907
22 26512 17506 3901
22 26527 17492 3905
21 26540 17492 3904
23 26527 17487 3900
21 26549 17494 3905
22 26583 17492 3905
22 26611 17483 3904
22 26637 17490 3902
21 26632 17492 3896
23 26615 17489 3907
21 26580 17487 3900
22 26568 17486 3901
22 26552 17487 3902
22 26553 17481 3902
21 26543 17479 3901
23 26546 17482 3901
21 26548 17481 3902
22 26556 17478 3900
22 26566 17481 3902
22 26552 17472 3901
21 26539 17476 3898
23 26549 17474 3896
21 26550 17467 3905
22 26564 17470 3901
22 26561 17469 3897
22 26539 17466 3901
21 26545 17465 3904
23 26543 17465 3905
21 26540 17461 3904
22 26524 17462 3903
22 26536 17455 3903
22 26536 17455 3903
21 26524 17453 3903
23 26543 17445 3906
21 26529 17444 3901
22 26522 17443 3900
23 26544 17447 3905
21 26527 17443 3907
22 26529 17431 3904
22 26536 17429 3903
22 26535 17434 3899
21 26534 17423 3902
23 26526 17413 3902
21 26546 17424 3901
22 26531 17409 3900
22 26536 17416 3906
22 26543 17417 3899
21 26561 17406 3898
22 26548 17409 3909
22 26561 17404 3905
22 26585 17403 3900
21 26604 17401 3908
23 26618 17411 3902
21 26645 17411 3898
22 26634 17405 3909
22 26611 17416 3902
22 26582 17420 3898
21 26579 17424 3904
23 26565 17428 3901
21 26560 17428 3898
22 26546 17430 3905
22 26549 17433 3905
22 26538 17435 3901
21 26543 17446 3907
23 26552 17437 3897
21 26572 17442 3900
22 26564 17446 3904
22 26574 17435 3902
22 26570 17450 3903
21 26555 17453 3906
23 26559 17440 3903
21 26542 17457 3906
22 26541 17451 3904
22 26537 17453 3900
22 26547 17459 3903
21 26543 17458 3906
23 26547 17454 3905
22 26550 17459 3903
21 26543 17457 3908
23 26545 17464 3907
21 26527 17459 3904
22 26527 17461 3899
22 26555 17465 3903
22 26565 17463 3905
21 26570 17466 3902
23 26587 17470 3899
21 26590 17467 3895
22 26561 17469 3898
22 26551 17481 3897
22 26552 17468 3904
21 26541 17473 3904
23 26559 17474 3902
21 26571 17474 3905
22 26577 17478 3902
22 26587 17486 3900
22 26590 17481 3905
21 26571 17475 3904
23 26574 17478 3902
21 26580 17479 3906
22 26578 17479 3902
22 26593 17481 3905
22 26563 17480 3904
21 26554 17482 3904
23 26569 17479 3904
21 26557 17475 3901
22 26554 17476 3902
22 26554 17468 3902
22 26560 17472 3902
21 26603 17468 3904
23 26606 17478 3903
21 26616 17473 3902
22 26614 17467 3904
21 26596 17470 3903
23 26566 17467 3904
21 26558 17468 3905
22 26545 17463 3901
22 26507 17465 3902
22 26495 17465 3903
21 26496 17463 3902
23 26497 17468 3903
22 26521 17462 3910
21 26538 17465 3909
23 26592 17462 3900
21 26595 17452 3903
22 26600 17455 3902
22 26634 17457 3907
22 26611 17460 3903
21 26597 17458 3901
23 26580 17455 3903
21 26565 17449 3899
22 26581 17446 3904
22 26562 17442 3907
22 26579 17448 3902
21 26560 17447 3904
23 26562 17436 3903
21 26567 17457 3904
22 26572 17445 3903
22 26566 17442 3905
22 26574 17444 3906
21 26590 17436 3906
23 26568 17434 3901
21 26563 17432 3905
22 26568 17427 3901
22 26568 17418 3905
22 26577 17424 3897
21 26593 17410 3902
23 26599 17401 3908
21 26589 17400 3905
22 26582 17382 3903
22 26571 17371 3898
22 26581 17366 3900
21 26583 17363 3903
23 26573 17360 3898
21 26569 17344 3904
22 26563 17342 3904
22 26561 17333 3904
22 26591 17325 3905
21 26587 17322 3903
23 26603 17322 3904
21 26611 17307 3902
22 26606 17306 3904
23 26574 17305 3905
21 26554 17297 3904
22 26563 17305 3901
22 26580 17300 3902
22 26597 17290 3902
21 26616 17292 3904
23 26639 17295 3904
21 26637 17299 3901
22 26624 17297 3905
22 26617 17294 3904
22 26622 17296 3901
21 26635 17298 3905
23 26625 17294 3900
21 26631 17294 3900
22 26619 17285 3905
21 26591 17289 3905
23 26586 17291 3904
21 26584 17290 3901
22 26606 17305 3903
22 26593 17303 3901
22 26591 17311 3905
21 26574 17319 3904
23 26560 17326 3904
21 26568 17327 3903
22 26575 17341 3900
22 26574 17336 3903
22 26586 17344 3904
21 26576 17342 3904
23 26570 17346 3903
21 26553 17351 3901
22 26551 17349 3903
22 26558 17345 3902
22 26555 17351 3902
21 26563 17358 3904
23 26554 17355 3905
21 26561 17362 3903
22 26560 17369 3904
22 26550 17361 3902
22 26556 17370 3904
21 26553 17375 3908
23 26568 17384 3903
21 26592 17381 3908
22 26589 17381 3904
23 26612 17385 3900
21 26613 17388 3908
22 26620 17397 3901
22 26620 17393 3906
22 26608 17389 3905
21 26590 17391 3901
23 26610 17397 3904
21 26609 17396 3905
22 26568 17395 3900
22 26573 17396 3897
22 26574 17394 3904
21 26563 17400 3904
23 26576 17402 3898
21 26579 17399 3906
22 26582 17403 3904
22 26587 17399 3907
22 26595 17401 3903
21 26556 17406 3903
23 26560 17406 3903
21 26542 17397 3904
22 26577 17398 3903
22 26567 17402 3902
22 26555 17401 3906
21 26576 17399 3902
23 26574 17404 3901
21 26592 17399 3901
22 26632 17399 3905
22 26630 17406 3905
22 26629 17397 3902
21 26632 17395 3904
23 26621 17400 3903
21 26623 17402 3901
22 26643 17398 3904
22 26648 17404 3906
22 26688 17399 3903
21 26696 17401 3903
22 26714 17413 3903
22 26706 17411 3908
22 26682 17415 3900
21 26666 17426 3906
23 26650 17425 3903
21 26640 17440 3902
22 26646 17446 3906
23 26641 17445 3900
21 26630 17457 3908
22 26608 17466 3904
22 26606 17464 3906
22 26584 17466 3907
